Company_name,Ticker,Headquarters_State,Headquarters_City,Date,Covid_19,helpful,Overall_Score,Work_Score,Culture_Score,Diversity_Score,Career_Score,Compensation_Score,Senior_Manage_Score,Past,Current,Intern,Contract,Freelance,Position,evaluation,Full_time,Part_time,Less_than_a_year,more_than_a_year,more_than_3_years,more_than_5_years,more_than_8_years,more_than_10_years,Pros,Cons,Advice to Management
Zodiac Aerospace,ZC, France,Plaisir,"January 11, 2020",,,5.0,5.0,5.0,,5.0,5.0,5.0,Former,,Intern,,, Intern ,"Recommends, Neutral Outlook, Approves of CEO",,,,,,,,,Great team and fun work,"Not enough to do, early hours",None
Zodiac Aerospace,ZC, France,Plaisir,"October 1, 2020",,,4.0,4.0,4.0,,4.0,4.0,5.0,Former,,,,, Production Supervisor,"Recommends, Positive Outlook",full time,,,,,,More than 8 years,,"Everyone was always willing to help on another to achieve our daily, weekly, and monthly goals.",Not having quality parts from vendors ro ship quality units on time.,"N/A as we were bought out by another company, even with all the improvements made."
Zodiac Aerospace,ZC, France,Plaisir,"October 12, 2020",,(1),3.0,5.0,5.0,,3.0,4.0,3.0,Former,,,,, Senior Mechanical Systems Integration Engineer,"Recommends, Neutral Outlook",full time,,,,,,More than 8 years,,-Flexible Work environment - Good benefits and perks - Stable company,"- After few years, growth is limited",None
Zodiac Aerospace,ZC, France,Plaisir,"June 25, 2020",,,5.0,5.0,5.0,,4.0,4.0,3.0,Former,,,,, Quality Assurance Engineer,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,More than a year,,,,,"Professional environment, employee focus, great training modules","unorganized work, not enough work force for job demands",None
Zodiac Aerospace,ZC, France,Plaisir,"May 9, 2020",,,4.0,5.0,5.0,,5.0,5.0,5.0,Former,,Intern,,, Internship,"Recommends, Neutral Outlook, Approves of CEO",,,less than a year,,,,,,"Great people who are willing to share a lot of information about the industry, great mentorship Lots to learn and do",Disagreements from management employees in supporting departments cause for slow downs on progression of projects,None
Zodiac Aerospace,ZC, France,Plaisir,"May 5, 2020",,,4.0,,,,,,,Former,,,,Freelancer," Director, Manufacturing Engineering Management","Recommends, Positive Outlook, No opinion of CEO",,,,,,More than 5 years,,,Good salary and benefits. With Safran becoming more system structured,"Not very stable, some executive leadership not at right level",None
Zodiac Aerospace,ZC, France,Plaisir,"June 24, 2020",,,3.0,3.0,3.0,,3.0,4.0,4.0,Former,,,,, Engineer II,"Recommends, Negative Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,"Good people, large turnover in executive team",Needed more IT people to assist with requests.,None
Zodiac Aerospace,ZC, France,Plaisir,"June 17, 2020",,,2.0,,,,,,,,Current,,,, Agent ,NULL,full time,,,,,,,,Schedule is worked with for you,Too many changes With the company,None
Zodiac Aerospace,ZC, France,Plaisir,"February 29, 2020",,,4.0,4.0,3.0,,4.0,4.0,3.0,Former,,,,, Production Supervisor,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,great place to work I enjoyed my 7 years with the company.,HR department was not staple,More involvement with production floor staff
Zodiac Aerospace,ZC, France,Plaisir,"April 6, 2020",,,2.0,3.0,1.0,,4.0,5.0,1.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,Co workers and some of the benefitd,"HR pretends like people aren’t getting mistreated at this company. Managers try to get people fired by creating false stories and production floor employees are treated like slaves. There a lot of good things about the company, but working with destructive managers makes it not worth it to work there.",None
Zodiac Aerospace,ZC, France,Plaisir,"March 28, 2020",,,3.0,4.0,2.0,,2.0,3.0,2.0,Former,,,Contractor,, Mechanical Engineer,"Doesn't Recommend, Negative Outlook, No opinion of CEO",,,less than a year,,,,,,"Snacks, when they are available, some really good Engineers.","Very few seasoned Engineers to mentor ""just-out-of-college"" kids. Work ethics is practically non-existent, mid-Management can't make a decision even on the simplest issue for months.",Mid-Management defines the success of the Company. You have very few good ones. Fix it!
Zodiac Aerospace,ZC, France,Plaisir,"April 27, 2020",,,3.0,,,,,,,Former,,,,, Production Planner,NULL,full time,,,,,More than 5 years,,,Great place to get experience in a fast paced environment.,"Always room for improvement, need full culture change.",Be more open with employees. Ensure culture change from top to bottom.
Zodiac Aerospace,ZC, France,Plaisir,"May 1, 2020",,,2.0,,,,,,,Former,,,,, Mechanical Design Engineer ,NULL,full time,,,,More than 3 years,,,,Flexible work schedule. Every second Friday off.,Poor management skills. Stressful environment.,Keep your employees motivated.
Zodiac Aerospace,ZC, France,Plaisir,"April 24, 2020",,,1.0,1.0,3.0,,1.0,4.0,1.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,less than a year,,,,,,The medical benefits were good.,"Overcrowded, deficient in number of restrooms (used toilet paper on all of the floors, with lines 20 or more deep of waiting employees). Bad management who overworked their employees; 80+ hours per week was an expectation, with no additional compensation.",None
Zodiac Aerospace,ZC, France,Plaisir,"January 6, 2020",,,3.0,,,,,,,Former,,,,, Industrialization Manager ,NULL,full time,,,,More than 3 years,,,,Great Products Great Benefits A lot of learning opportunities,Frequent change of executive and upper management team Not focus on people first,None
Zodiac Aerospace,ZC, France,Plaisir,"May 1, 2019",,,3.0,3.0,3.0,,3.0,4.0,3.0,Former,,,,, CNC Tube Driller,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,,,,More than 10 years,The med: ins:ok.benefits over all were good could use a couple more Paisa off.most of the people were good people to work with and around.benefits over all were pretty good.,HR department needs a overhaul must of the under management is poor and Realy don't help employees like they should .HR is supposed to be there to let workers know about there benifits and how they work.help them in anyway they can not push them off on others and treat them with respect.when other employees ascuse others of harrasment or what ever needs to be more investigated thureley and proper when someone tells the truth that should be taking in consideration and mot jump the gun and fire them but maybe suspend them on 1st.affinces .,Over all a lot of the mid management was not good and fair
Zodiac Aerospace,ZC, France,Plaisir,"June 30, 2019",,,4.0,4.0,4.0,,4.0,4.0,4.0,,Current,,,, Global Supply Chain Planner ,NULL,full time,,,,,,,,People are good to work with,Lots of changes after being merged,None
Zodiac Aerospace,ZC, France,Plaisir,"June 22, 2019",,,5.0,5.0,5.0,,5.0,,5.0,Former,,,,, Assembly Worker,NULL,full time,,less than a year,,,,,,I had worked in the company before,"Fianal assembly, use small hand tools",None
Zodiac Aerospace,ZC, France,Plaisir,"April 18, 2019",,,4.0,5.0,5.0,,4.0,3.0,5.0,Former,,Intern,,, Intern ,"Recommends, Positive Outlook, Approves of CEO",,,less than a year,,,,,,The management is very involved with the warehouse workers,Pay is relative to a small town,None
Zodiac Aerospace,ZC, France,Plaisir,"July 23, 2019",,,3.0,4.0,3.0,,4.0,2.0,3.0,Former,,,,, Project Engineer ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,Amazing Chief Engineers. Great first work experience.,"Usually late for projects, bad program management Low budget Difficult to hire talent",None
Zodiac Aerospace,ZC, France,Plaisir,"June 13, 2019",,,3.0,3.0,4.0,,2.0,3.0,4.0,Former,,,,, Quality Assurance ,Recommends,full time,,,,,,,,The environment was like family. Everyone worked together for common goals. Dedication was shown on almost every person.,A lot of changes to management and staff without warning. Caused a lot of nervousness and confusion.,None
Zodiac Aerospace,ZC, France,Plaisir,"August 18, 2019",,,1.0,3.0,1.0,,1.0,2.0,2.0,Former,,,,, Supply Chain,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,More than 3 years,,,,"Dedicated team, gained valuable experience of the aerospace industry","Poor leadership, no vision or understanding of each business unit’s strengths",Ask questions to understand. Don’t assume you know it all because you’re from corporate.
Zodiac Aerospace,ZC, France,Plaisir,"January 2, 2019",,,2.0,2.0,3.0,,2.0,1.0,2.0,Former,,,,, Development Engineer,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,More than 5 years,,,"Good product lines. Great technical challenges with Customers changing their minds often, but that's expected.","The QA and Production leadership are on experienced with having to delivercomplex products and under demanding Customer oversight. Marketing management is only short sighted, today's bottom line, and not really working new business - living off the laurels of the past. Current GM doesn't know the difference.","Start treating the employees with respect. The challenges are real, but can be closed more easily if all departments acted like one business. For the past couple of years, the silos amd finger pointing has gone out of control and several department heads are protected."
Zodiac Aerospace,ZC, France,Plaisir,"July 9, 2019",,,2.0,1.0,2.0,,1.0,1.0,1.0,Former,,,Contractor,, Operations Specialist (Contractor) ,"Doesn't Recommend, Negative Outlook",,,,,,,,,Great Employees and teams at the Peachtree location,There is a change to policies everyday; not consistent.,None
Zodiac Aerospace,ZC, France,Plaisir,"February 4, 2019",,,4.0,4.0,2.0,,1.0,3.0,1.0,,Current,Intern,,, 777x Design ,"Recommends, Neutral Outlook, No opinion of CEO",,,,,,,,,-Friendly environment -40 hour weeks -Laid Back,-Slow at times -Minimal direction or instruction,Instruct employees to have a plan with interns before they arrive.
Zodiac Aerospace,ZC, France,Plaisir,"January 9, 2019",,,4.0,5.0,2.0,,4.0,5.0,3.0,,Current,,,, Anonymous Employee ,"Recommends, Negative Outlook, No opinion of CEO",full time,,,,,,,,The best Boss I have ever had.,Behind in the times. Top management needs to change,Care about your customer
Zodiac Aerospace,ZC, France,Plaisir,"January 13, 2019",,,4.0,3.0,4.0,,2.0,3.0,3.0,Former,,,,, Slide Technician,"Recommends, Positive Outlook, No opinion of CEO",full time,,,More than a year,,,,,Good people to work with.,"Fast paced, low pay (for a&p a technician) and no advancement.",None
Zodiac Aerospace,ZC, France,Plaisir,"January 19, 2019",,,5.0,,,,,,,,Current,,,, Human Resources Generalist ,NULL,full time,,,,,,,,"work life balance, good benefits",no room to advance with your career,None
Zodiac Aerospace,ZC, France,Plaisir,"December 27, 2018",,,1.0,1.0,1.0,,1.0,3.0,1.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,More than 5 years,,,The team atmosphere used to be the best part of working here but management has found a way to destroy the morale to the point that nobody wants to be here any longer.,- Poor management - Deadlines are never met - Endless meetings - A constant CYA and finger pointing environment - Every employee is just a number. No one is treated with respect or humanity - Employees that do nothing are able to stay employed and be a drain to the team - Management is clueless - The working hours are horrendous - The parking situation sucks I could go on and on,Kick all the management out and start over
Zodiac Aerospace,ZC, France,Plaisir,"August 12, 2018",,,3.0,1.0,1.0,,1.0,3.0,1.0,Former,,,Contractor,, Anonymous Contractor ,None,,,,,,,,,"I worked the night shift bringing parts out to assembly workers. It was pretty good hourly pay for a job requiring no skills, and the workload was actually really light. (They said it's a ""fast pace environment,"" but I usually got my work done in the first half of the shift.) The other workers were pretty friendly, if a little odd.","Management seemed to be looking for fault, and they didn't seem to know how anything worked. One manager kept trying to come back into the warehouse to find particular parts (which I would be able to locate within a minute) and would take half an hour searching in the wrong place. Everyone there had the mentality that they were working a dead-end job, and I wouldn't want to work there full time as a ground-level employee.",None
Zodiac Aerospace,ZC, France,Plaisir,"January 8, 2019",,(1),2.0,1.0,1.0,,2.0,4.0,1.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook",full time,,less than a year,,,,,,"Great Salary High focus on safe work environment Nice, clean break rooms Good benefits","Management is toxic. Yelling, micromanaging, and constant bullying. Terrible on boarding with bare minimum training in a fast paced, highly demanding environment. Employees forced to work late hours with no access to bathrooms after 6pm. I reported the lack of bathroom access to the DOL with no change in the situation.",Provide bathroom access to employees during all working hours.
Zodiac Aerospace,ZC, France,Plaisir,"May 21, 2019",,,3.0,4.0,1.0,,,4.0,1.0,Former,,,,, Engineer,Doesn't Recommend,full time,,,,More than 3 years,,,,"Co-workers, good benefits. Some interesting work.",Poor management. Driving the company down.,Shape Up !
Zodiac Aerospace,ZC, France,Plaisir,"April 19, 2019",,,3.0,3.0,2.0,,3.0,4.0,2.0,Former,,,,, Sales Manager,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,More than a year,,,,,"Great company, great products, great team",Old school management style. Employees are just a number.,Treat people with kindness. Respect your employees.
Zodiac Aerospace,ZC, France,Plaisir,"November 14, 2018",,,4.0,5.0,3.0,,3.0,4.0,2.0,,Current,,,, Anonymous Employee ,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,,,More than 8 years,,"Great 401k plan, competitive vacation and holidays.","Lack of support from OEMs, not enough inter-company support.",None
Zodiac Aerospace,ZC, France,Plaisir,"April 1, 2019",,,3.0,3.0,3.0,,4.0,4.0,3.0,Former,,Intern,,, Manufacturing Engineer,"Recommends, Positive Outlook, No opinion of CEO",,,,More than a year,,,,,I had the freedom to execute projects the way I liked.,"Like many bigger companies, progress is slow.",None
Zodiac Aerospace,ZC, France,Plaisir,"January 1, 2019",,,2.0,2.0,1.0,,2.0,2.0,2.0,Former,,,,, Shipper,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"If you needed hours, want hard to achieve 60 to 100 hrs a week","No raise, no trust, lies, no faith, watch your back, just another brick in the wall. New CEO every 6 months","At least keep your word, dont abuse the little guy. Pay attention to why the deadlines were never met."
Zodiac Aerospace,ZC, France,Plaisir,"January 31, 2019",,,3.0,3.0,1.0,,1.0,3.0,1.0,Former,,,,, Field Technician,"Recommends, Positive Outlook, Disapproves of CEO",full time,,,,,More than 5 years,,,"The freedom, and you get to work on airplane interiors.",Poor management. No direction or any care for the team.,Push your employees to learn more. Advanced the employees who are capable of doing more and want the responsibility.
Zodiac Aerospace,ZC, France,Plaisir,"August 8, 2018",,,2.0,2.0,1.0,,2.0,1.0,1.0,Former,,,,Freelancer, Anonymous Freelancer ,"Doesn't Recommend, Negative Outlook",,,,,,,,,"In SANTA MARIA, CA Weather is pretty nice year round in that city. It’s rare that they fire anyone.  Laid off, true.  Fired, probably not.",This place is chaotic. They have a new manager every year. That really says something! This is a good place to come hide and collect a paycheck.,Dear management: you collect the information and the graphs show you where the problem is but you don’t seem to solve those issues.
Zodiac Aerospace,ZC, France,Plaisir,"October 18, 2018",,,3.0,,,,,,,Former,,,,, Assembler,None,full time,,,,,More than 5 years,,,"I've worked in the assembly field 10 pluse years. It is my passion, and I enjoy a challenge and learning new thigh I have worked in automotive a little but mostly Aircraft assembly.",There's really no downside for me.,Give me the opportunity to come and work for your facility I will be a great asset to the company and I willn't let you down. I am a very reliable and dependable person.
Zodiac Aerospace,ZC, France,Plaisir,"February 3, 2019",,,3.0,,,,,,,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Great benefits, especially insurance. Willing to work with difficult scheduling issues.",Management makes decision on a whim with thinking about implication. Usually these decision have an adverse effect on the company.,None
Zodiac Aerospace,ZC, France,Plaisir,"October 10, 2016",,(2),4.0,5.0,2.0,,4.0,5.0,3.0,,,,,, Recommends,"Positive Outlook, Approves of CEO",,,,,,,,,"Came in as an Engineer and was rather bored. It wasn't very challenging, but put everything I had into the position and was shortly given a management position. To work at Zodiac, one has to learn to be comfortable in chaos with a drive to make things happen. I moved into another department with great pay and many opportunities. I bring a lot of experience from working at similar companies. There is a bright future at Zodiac if you are a self starter, have a drive to make things happen and can function well in chaos. Have a vision and lofty goals, make sure you let you know what they are...if you can prove yourself successful, like any company, you'll do well. Zodiac Seat Shells is an amazing product I've used and truly believe in. They are a wonderful mix of art and engineering.","There are departments that are lagging, but there are clear improvements happening The right management making more data driven decisions is needed. Zodiac facilities are often in the middle of nowhere making it hard to attract talented, seasoned people. Most of these people prefer to stay closer to more abundant jobs in metropolitan areas.","Share knowledge, beef up training, make decisions using data, focus on the 20% of issues creating 80% of the problems first. You won't gain any ground by just reacting."
Zodiac Aerospace,ZC, France,Plaisir,"December 29, 2018",,(1),2.0,3.0,2.0,,2.0,3.0,2.0,Former,,,,, Stockroom,"Doesn't Recommend, Negative Outlook, Approves of CEO",full time,,,,More than 3 years,,,,Good money and only 4 days a week,"Not secure, lay off when un expected lots of favoritism by Supervisors for employees who dont do jobs!!",Stop showing favoritism to employees who dont do job correctly and not praising people who do
Zodiac Aerospace,ZC, France,Plaisir,"January 23, 2019",,(1),2.0,1.0,1.0,,3.0,4.0,2.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,,,,,None to report at this time.,Teams kill each other to cover up failures. Management too concentrated on keeping rate rather than fixing process for long term stability.,None
Zodiac Aerospace,ZC, France,Plaisir,"November 21, 2018",,,2.0,1.0,1.0,,1.0,2.0,1.0,Former,,,,, Management,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,More than 3 years,,,,The drive to Bellingham is better than the drive to Bothell.,"The WORST leadership imagineable, constant chaos, lack of respect for women and hourly workers. Constantly chasing massive hiring then major layoffs. Terrible Morale. Seriously, the place feels evil.",why bother
Zodiac Aerospace,ZC, France,Plaisir,"September 3, 2018",,,4.0,,,,,,,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,benefits and all the people,"management structure, dysfunctional sales departement",work together
Zodiac Aerospace,ZC, France,Plaisir,"February 9, 2019",,,1.0,2.0,1.0,,3.0,2.0,1.0,,,,,, Doesn't Recommend,"Negative Outlook, Disapproves of CEO",,,,,,,,,"Ever changing business, new concepts/products.","Lack of trust, empowerment and value in employees.","Revenue isn't everything. Look at your employee's health, growth, satisfaction, happiness and turn over."
Zodiac Aerospace,ZC, France,Plaisir,"February 26, 2016",,(3),2.0,3.0,2.0,,4.0,2.0,4.0,Former,,,,, Materials and Process Engineer,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,I felt like I had complete control over the engineering of my projects. I was able to work on a variety of different projects that interest and challenged me. My direct report was helpful and easy going. He understood the cons of the job and worked to alleviate the stress they caused. Benefits were good for me.,"The pay was quite low for the market. As a struggling student post-college, I grabbed the offer when it was presented. Raises were fair percentage wise but it didn't matter when the base was low. Production was always under trained and understaffed. Quality didn't have the balls to squawk about issues. The facility cut a lot of corners and conditions were subpar for the industry. Most managers and supervisors did not belong in their positions, most didn't have the intelligence to tie their own shoes it seemed. The engineering group was passionate about their work but didn't have the required experience to be successful. Because of all these issues, on-time delivery and quality were sub-standard and embarrassing. Because of that everything was urgent and poorly done.   In my role I wore many hats to support the needs of the company and to work around individuals who lacked the proper skills so that my projects would succeed. I poured a lot of effort into the company and it was heartbreaking to see other departments failing and impacting my projects. That's why I had to leave.",It takes money to make money. Take care of the talent and the talent will take care of you. Cut out the freeloading middle management and the idiots. When you're an attractive company to talented applicants you have the freedom replace the weak and build up the strengths.
Zodiac Aerospace,ZC, France,Plaisir,"August 10, 2018",,,4.0,1.0,3.0,,4.0,3.0,3.0,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Positive Outlook, No opinion of CEO",full time,,,,,,,,Great to learn new things and training,Work to personal life ratio may bee too much,None
Zodiac Aerospace,ZC, France,Plaisir,"November 12, 2014",,(3),2.0,1.0,2.0,,2.0,2.0,1.0,,Current,,,, The Wearer of Many Hats,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,More than 5 years,,,"This place has some of the best and brightest engineers I have ever worked with.   We all want to do our best and while most are new grads, there is a passion to do things right and an innate talent to solve really difficult problems","Things have been going downhill for quite some time. It has always been a place for ""work hero's"" to thrive, however when you build a business around that and grow it exponentially it is doomed to fail.  Corporate put Zodiac Seats France in charge and they have made one bad decision after another. More policies, more ""directors"" who do nothing but pander to the customer and promise unrealistic things while not giving the departments and employees the support and tools needed to succeed  We are hemorrhaging good talent to other companies, and the answer has been to hire experienced contractors. This is a big mistake, as the people with the experience who are leaving are the ones we need to pay the premium to keep if the company is to succeed.",My advice to management is to stop treating us like this is France and we are all dumb American idiots.
Zodiac Aerospace,ZC, France,Plaisir,"August 24, 2018",,(1),3.0,1.0,3.0,,4.0,2.0,3.0,Former,,,,, Mechanical Engineer,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,,More than 8 years,,Exciting fast paced environment that are great at developing your engineering skills. You get a lot of opertunities to move up to higher positions that you wouldn’t get from other company’s.,"High turnover meant there was little consistency between the teams, management and production. Be ware there is no overtime for salary and they will take advantage of it.",None
Zodiac Aerospace,ZC, France,Plaisir,"December 26, 2018",,(1),1.0,1.0,1.0,,1.0,1.0,1.0,,Current,,,, Anonymous Employee ,No opinion of CEO,full time,,,,,,,,None to speak of at all,"Management does not treat workers well. If Management likes you, you will be fine if not you wont",None
Zodiac Aerospace,ZC, France,Plaisir,"May 18, 2016",,(5),1.0,1.0,1.0,,2.0,2.0,1.0,,,,,,Certification Eng,"Doesn't Recommend, Negative Outlook, No opinion of CEO",,,less than a year,,,,,,The crew I work WITH not FOR. Love my coworkers. Management makes it unbearable.,"EVERYTHING. Management SUCKS, they don't appreciate their employees at all. I have worked here for a year. Saved the company over 15,000 a year with a program I started, and didn't get any appreciation for it.. NO APPRECIATION of their employees they treat you like pawns. Always work on weekends with NO notice. Friday night they will request you work on Saturday all day. The managers always say that's not my job and delegate someone else to get it done. No one has any balls within the company. Please take my advice they will low ball you, and if you think its a good offer its not! I pray you don't work here. You will hate it after not even one week and kick yourself for taking the job cause u needed one.   I am a laid back guy who really tries to make the best of any situation unfortunately with this company it is impossible to do so. They have a ridiculous back log of work that will almost never get completed. Every project they have needs to be done yesterday. I don't know how they keep their customers. It's beyond me.   Take my advice and move on to the next one. People are consistently in and out of this place cause it sucks so bad :):)  Enjoy have a blessed day.",Get a clue.... start appreciating your employees and treat them with respect to get a better job done. Listen to your employees when they have a good idea and reward them for having one. Its called process improvement don't be afraid of it.
Zodiac Aerospace,ZC, France,Plaisir,"June 2, 2013",,(2),2.0,1.0,1.0,,2.0,1.0,1.0,,Current,,,, Planner ,"Doesn't Recommend, Negative Outlook",full time,,,More than a year,,,,,"The only thing that is good about this company is when payday arrives. If you're a salary employee then it sucks because you'll work 50-60 hours a week, and only get paid for 40. If you're an hourly employee then you'll get a cheap wage and overtime. Full time hourly employees don't have to pay for their benefits packages. If you work in the office you can listen to music on your iPhone or Internet.","Pay sucks! Most production planners make 9-12 dollars am hour. Most salary material planners make 45k a year. Management is ran by stupid people that brown nosed their way to the top. Managers expect planners to do the job of 3 people. Communication is non existent, and hard workers are never rewarded. Everyone starts out at this company with great ambitions of wanting to change and improve this company but then reality and chaos set in and it becomes a nasty rat race. Throwing people under the bus and taking credit for the hard work of others is the code of survival that everyone practices and follows at this company. If your a nice person this company is not for you.",My advice to management is take some leadership courses and start fostering a workplace environment that encourages teamwork. The biggest problem with this company is that everyone from the top managers to the production workers all have this individual mentality. Also pay people better wages. No company will ever keep great and innovative employees if you don't pay them what their worth.
Zodiac Aerospace,ZC, France,Plaisir,"October 24, 2018",,,3.0,,,,,,,,,,,,Employee,NULL,,,,,,,,,friendly co workers who work dilligently,treads lightly with employees. no back up,None
Zodiac Aerospace,ZC, France,Plaisir,"March 9, 2016",,,5.0,4.0,4.0,,5.0,5.0,5.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, No opinion of CEO",full time,,,More than a year,,,,,"We are building business class seats for commercial airplanes, and our customers are the most prestigious airlines in the world. Our customers are all over the world and millions of people travel every day in the great comfort of our seats. Our product are customized and Taylor made.   Our corporate group in France is very supportive and never hesitates to send support to overcome all our issues.","The company has a lot of challenges but just because it has very popular products on the market (world leader in our segment). As a consequence, it had to grow too fast.   So the pressure is there. We are the last product to be delivered before an aircraft delivery to an airline. So obviously any single issue has a lot of attention from very important people.   Not everyone can work under a stressful environment. But if you keep your cool, focus on your goals and seek help when needed, you will be successful.","Keep working hard!! There are still a lot of challenges ahead of us. Do not give us, coordinate well with our sister companies and with corporate. All together we will be even more successful."
Zodiac Aerospace,ZC, France,Plaisir,"December 13, 2014",,(3),2.0,1.0,1.0,,2.0,1.0,1.0,,,,,, ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",,,,,,,,,"Water is free, you will get plenty of laughs to help get through the day, never a dull moment at this place. Many of the rank and file employees are hard workers and nice to be around.","Screwed up inventory system, nothing is accurate or where it should be. Planners don't bother to research anything beyond their computer screen, when they know full well there are massive inventory problems. Be prepared to not only give them 12 hours of your day, but also be told you have to give up part of your weekend as well. They use a temp agency to hire a bunch of teenagers, illegals and druggies, you get what you pay for, hence lots of problems. The place is understaffed in some areas  Get used to hearing about ""phantom"" pieces or parts, if you've worked there you know what I'm talking about.  everyone there thinks what they are working on the is highest priority thing going, there is a lack of process to things which will wear on you after a while.","There is a lack of leadership, the dog and pony show you did a few months back with people from boeing claiming they appreciated everyones hard work...if you really appreciated it you'd pay your good workers better and weed out the bad ones, then maybe there would be less screw ups and more organization. Too many ""higher ups"" walk around like everyone else is a pee on, perhaps more humility would improve the overall workplace."
Zodiac Aerospace,ZC, France,Plaisir,"November 23, 2015",,(5),1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,Professional ,"Doesn't Recommend, Negative Outlook, No opinion of CEO",,,,,,,,,Most of the employees (not management) were outstanding people to work with.,"Management Joke of Business Model - Lets over pay management, over hire support staff except where needed and hire a million unqualified engineers. Basically, we don't need to worry about addressing our short cummings, we only need to through some money at it. Now we should hire at least 3-4 levels of manager - directors to oversee the handful of staff. Lets double our revenue buy signing up to triple the production number and then we will be able to now loose money instead of making a profit like we did when we had half the revenue. Oh I forgot to mention that we are going to spend millions on staff and ""training"" to adopt the ""Lean"" Manufacturing methodology but we have to be sure and not inforce it so we don't disrupt the way we have ran the operation. To damn funny","First and for most I would suggest reducing the number of ""chiefs"" so that you can now afford to pay the people that actually build your product more than $10-$12 an hour. Stop using a third rate employment agency to hire your production works so that they are actually vetted and qualified prior to coming on board. Avoid hiring figure heads that nothing about the work the people under them but if you must, they probably don't need to make 3 times the salary of the manager that is directly under them does."
Zodiac Aerospace,ZC, France,Plaisir,"December 1, 2018",,,1.0,,,,,,,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,,,,A lot of overtime and..,"Company doesn’t care who or what you do, at the end of the day, you are replaceable..",Fire yourself...
Zodiac Aerospace,ZC, France,Plaisir,"August 15, 2018",,,3.0,4.0,2.0,,2.0,3.0,3.0,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,"A lot of flexibility, and not to micrmanaged","Roles are not concrete. There needs to be a culture evaluation, as many people are stuck to their old ways",Challenge your employees. Clean house. And gold people accountable.
Zodiac Aerospace,ZC, France,Plaisir,"February 23, 2015",,(2),1.0,1.0,1.0,,1.0,1.0,1.0,,,,,, ,"Doesn't Recommend, Negative Outlook",,,,,,,,,Finding another job. The ratings for Gainesville speak for themselves: Zodiac should be a last resort to unemployment and even then I'd think carefully.,"The engineering department has mid-level managers who have degrees in horticulture and business, not engineering. Management by intimidation is the rule. Complain and you’ll be fired. They have people who have engineering job titles doing scheduling work (likely because they’re so inept). Menial tasks that could easily be done by a clerk or co-op student are routinely given to contract labor charging triple the hourly rate. Speaking of which, they rely heavily on college grads, many from nearby University of North Texas. A handful are ok, but many of these second and third year grads are arrogant, think they know everything and look down on those with decades of experience. I personally know of half a dozen people including a former manager who resigned and had no job lined up. They just wanted out. Programs are late, schedules not met, audits by major customers are routinely failed. I honestly don’t know how this particular facility stays afloat.","Management isn’t going to listen to any advice so this is more to warn potential employees. They need a clean sweep of management and to move the facility to a place where they stand a chance to attract top talent, but that’s not happening. It’s my understanding that the former CEO is coming out of retirement to help “save” the place. That’s awesome. Bring back the guy who was responsible for giving your company a reputation of being a sweatshop in the first place."
