Company_name,Ticker,Headquarters_State,Headquarters_City,Date,Covid_19,helpful,Overall_Score,Work_Score,Culture_Score,Diversity_Score,Career_Score,Compensation_Score,Senior_Manage_Score,Past,Current,Intern,Contract,Freelance,Position,evaluation,Full_time,Part_time,Less_than_a_year,more_than_a_year,more_than_3_years,more_than_5_years,more_than_8_years,more_than_10_years,Pros,Cons,Advice to Management
Zodiac Aerospace,ZC, France,Plaisir,"January 10, 2018",,,4.0,3.0,4.0,,4.0,3.0,4.0,Former,,,Contractor,, Anonymous Contractor,"Recommends, Positive Outlook, Approves of CEO",,,,,More than 3 years,,,,Zodiac cares about the employees,I don't have cons toward Zodiac,I don't have advice to the management
Zodiac Aerospace,ZC, France,Plaisir,"September 16, 2015",,(1),4.0,4.0,,,4.0,4.0,4.0,,Current,,,, Supply Chain Analyst,Recommends,full time,,,More than a year,,,,,"great people, great benefits and established work culture",very challenging some times,None
Zodiac Aerospace,ZC, France,Plaisir,"October 13, 2015",,(1),2.0,1.0,2.0,,4.0,3.0,2.0,,Current,,,, Manufacturing Engineer,NULL,full time,,,More than a year,,,,,Good Learning experience for manufacturing and processes. Very hands on and thrown right into everything so you learn quickly.,"No Training. No support to get what you need done done in the time people want tasks completed. No organization to anything. You may be moved to different tasks while in the middle of a task and no one cares, this happens all the time.",Know who your employees are and what they do
Zodiac Aerospace,ZC, France,Plaisir,"April 5, 2016",,(1),1.0,1.0,1.0,,1.0,1.0,1.0,,Current,,,, Anonymous Employee ,"Negative Outlook, No opinion of CEO",full time,,,,,,,More than 10 years,I work with a with a few good employees and they r far and few in between I work with a with a few good employees and they r far and few in between that's the only good with that place,Upper management is a joke and they apparently allow psychical aggressive behavior even though the company says they have no tolerance for that,They need to learn to listen to all side of the story and not just one side and need better communication and better upper management skills
Zodiac Aerospace,ZC, France,Plaisir,"March 11, 2017",,,5.0,3.0,3.0,,3.0,3.0,3.0,,,,,, Recommends,"Positive Outlook, Approves of CEO",,,,,,,,,people are very nice and it is a non stressful environment,the salary is below average,None
Zodiac Aerospace,ZC, France,Plaisir,"August 15, 2017",,,4.0,3.0,4.0,,4.0,3.0,4.0,,Current,,Contractor,, Material Handler,None,,,,More than a year,,,,,very great environment to work in,sometimes production load is very fluctuating,production planning can be improved
Zodiac Aerospace,ZC, France,Plaisir,"August 26, 2017",,,4.0,3.0,4.0,,5.0,4.0,2.0,Former,,,,, Vacuum Form Operator,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Good Co workers Easy to advances up,My only con with this job was my immediate management,None
Zodiac Aerospace,ZC, France,Plaisir,"November 28, 2017",,,5.0,4.0,3.0,,3.0,4.0,4.0,,Current,,,, Senior Lead Assembler ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,More than 10 years,"very competitive at hourly rate, insurance and benefits",The company has had some hard times recently,None
Zodiac Aerospace,ZC, France,Plaisir,"April 11, 2018",,,4.0,,,,,,,Former,,,,, Mechanical Engineer,NULL,full time,,,,,,,More than 10 years,Learn more about mechanical design,Work hard but get low pay,Pay attention more about work load
Zodiac Aerospace,ZC, France,Plaisir,"May 28, 2018",,,4.0,4.0,4.0,,4.0,4.0,4.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, No opinion of CEO",full time,,,More than a year,,,,,"Good team work, easy job duties",Being able to understand Foreign languages from certain management,Good Job
Zodiac Aerospace,ZC, France,Plaisir,"January 31, 2014",,,5.0,,,,,,,,,,,,Employee,NULL,,,,,,,,,"beautifully rennovated work space, yay!","challenging, need to be able to work in fast paced environment.",None
Zodiac Aerospace,ZC, France,Plaisir,"July 30, 2015",,,4.0,3.0,4.0,,3.0,4.0,3.0,,,,,,Programmer ,"Recommends, Positive Outlook, Approves of CEO",,,,,More than 3 years,,,,Good company to work with.,"Career advancement is low, salary is low compare to the industry",None
Zodiac Aerospace,ZC, France,Plaisir,"October 5, 2015",,(3),2.0,3.0,1.0,,3.0,4.0,1.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,"Coworkers are good people, flexible working hours, good pay, convenient location near freeway","Engineering is not methodical, just throw ideas out and run with them without testing. Management forces the employees to react to this and has no backbone to stand against it.","Get a backbone! Most of the managers know what's right, but are too concerned with protecting their jobs to do the right thing."
Zodiac Aerospace,ZC, France,Plaisir,"March 28, 2016",,,4.0,3.0,2.0,,4.0,4.0,3.0,,Current,,,, Anonymous Employee ,"Recommends, Neutral Outlook",full time,,,,More than 3 years,,,,Multiple locations and room for advancement.,Aircraft industry can be unstable from time to time.,None
Zodiac Aerospace,ZC, France,Plaisir,"December 10, 2016",,,4.0,2.0,3.0,,3.0,2.0,2.0,,,,,,Employee,NULL,,,,,,,,,Flat hierarchy - visibility to high levels of management,very long hours and understaffed,None
Zodiac Aerospace,ZC, France,Plaisir,"April 20, 2017",,(1),4.0,5.0,5.0,,4.0,5.0,4.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,every very nice to work with,not enough work some times,None
Zodiac Aerospace,ZC, France,Plaisir,"May 24, 2017",,,2.0,5.0,1.0,,2.0,4.0,2.0,,,,,, Recommends,"Positive Outlook, No opinion of CEO",,,,,,,,,"The shady environment led to many funny stories and memories.  Made good money. With bad management and bad employees, still somehow manages to be a profitable company.",The shady environment. No one seemed to know what was going on. I worked on a data entry project with a lady that did not understand how a computer works. (Sums up the company),The employees can either guarantee the success of a business or completely ruin it. I would recommend hiring higher quality employees.
Zodiac Aerospace,ZC, France,Plaisir,"July 25, 2017",,,4.0,3.0,3.0,,5.0,5.0,3.0,Former,,,,, Anonymous Employee ,NULL,full time,,,,,,,,Co workers are nice and easy to get along with,Too many layoffs over the years,None
Zodiac Aerospace,ZC, France,Plaisir,"January 22, 2015",,,4.0,2.0,3.0,,3.0,3.0,3.0,,,,,, Recommends,Positive Outlook,,,,,,,,,Working with a diverse workforce and accomplishing challenging goals.,Ability for advancement within the company,None
Zodiac Aerospace,ZC, France,Plaisir,"April 21, 2015",,,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,Sales Engineer ,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,,Great atmosphere and pay with benefits,Grind and need to clock in every day,Appreciation
Zodiac Aerospace,ZC, France,Plaisir,"April 27, 2015",,,5.0,,,,,,,,,,,,CNC Setup ,"Recommends, Positive Outlook",,,,More than a year,,,,,To get more experience in aerospace,Get more experience in the aerospace field,None
Zodiac Aerospace,ZC, France,Plaisir,"October 5, 2015",,(3),1.0,1.0,1.0,,1.0,1.0,1.0,,Current,,,, Engineer,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,"Colleagues will help you look for outside employment. Lots of manufacturing to see. You will learn the wrong way to do things, take this and learn from it.",Managers are vindictive and seek revenge rather than good work. There are golden children that can get away with anything and there are workers than do a great job and are purposely held back from projects. Makes you wonder if management really wants the company to make money or not.,Leave. Hire management from inside to replace you rather than the standing order to only hire from outside.
Zodiac Aerospace,ZC, France,Plaisir,"October 26, 2015",,(1),3.0,3.0,3.0,,3.0,2.0,2.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook, Disapproves of CEO",full time,,,,,,,,"The company is striving for innovation and there are opportunities. With all of the change, opportunity keeps opening up.",Stability can be an issue. There have been some struggles and the management's solution is to keep making changes. Org charts are poorly defined and out of date by the time they are printed.,Determine a strategy and stick with it. Things seem to change before anything has actually been put into effect.
Zodiac Aerospace,ZC, France,Plaisir,"October 4, 2016",,(3),1.0,1.0,2.0,,2.0,5.0,1.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,,,,Ways to advance your pay. That's about it. Good hours if you manage to get first shift. Good luck. Good benefits.,Was put into a department with some unprofessional managers that I later found out were racists. Probably the most high school place I have ever worked. Their turn over rate is ridiculous because they clearly show they do not care about employees.,"I really don't even know where to start, really. I had heard that this used to be a great company to work for until their was a take over in management or some sort of switch. I think this company is doomed."
Zodiac Aerospace,ZC, France,Plaisir,"September 30, 2016",,(1),4.0,1.0,1.0,,3.0,1.0,1.0,,,,,, Doesn't Recommend,"Negative Outlook, Disapproves of CEO",,,,,,,,,Good place to work,Salary managenent a lot of overtime,None
Zodiac Aerospace,ZC, France,Plaisir,"July 2, 2017",,,4.0,4.0,5.0,,3.0,4.0,5.0,,Current,Intern,,, Anonymous Intern ,None,,,,,,,,,Work environment is very friendly.,not the right career opportunity available from me right now.,None
Zodiac Aerospace,ZC, France,Plaisir,"September 19, 2017",,,4.0,,,,,,,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Disapproves of CEO",full time,,,,,,,,"Good People, Good Team, Good work/life balance",Not what it used to be,Change the CEO
Zodiac Aerospace,ZC, France,Plaisir,"January 6, 2018",,,4.0,,,,2.0,,,Former,,Intern,,, Anonymous Intern ,"Recommends, Neutral Outlook, No opinion of CEO",,,,,,,,,Able to learn in real time situations.,I was unable to find any.,None
Zodiac Aerospace,ZC, France,Plaisir,"January 24, 2018",,,5.0,5.0,5.0,,5.0,5.0,5.0,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,It is best place to work,all time you have to face challenges,none
Zodiac Aerospace,ZC, France,Plaisir,"February 16, 2018",,,5.0,4.0,5.0,,5.0,5.0,4.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook",full time,,,,,,,,Great benefits and leadership within BU's,Runs a lean organization so workload is above average,None
Zodiac Aerospace,ZC, France,Plaisir,"January 6, 2016",,,4.0,,,,,,,,,,,,Material Control Specialist ,None,,,less than a year,,,,,,Really nice place to work and nice environment,hidden place to find from work,None
Zodiac Aerospace,ZC, France,Plaisir,"April 30, 2017",,,4.0,5.0,5.0,,3.0,4.0,4.0,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,Good Company with interesting products and challenges,Too many project for not enough people,None
Zodiac Aerospace,ZC, France,Plaisir,"February 7, 2018",,,4.0,3.0,3.0,,3.0,3.0,3.0,Former,,,,, Anonymous Employee ,NULL,full time,,less than a year,,,,,,good for college students to gain experience,i dont have any cons at this time,None
Zodiac Aerospace,ZC, France,Plaisir,"February 28, 2018",,,5.0,4.0,4.0,,4.0,5.0,3.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, No opinion of CEO",full time,,,More than a year,,,,,"Great team to work with,","Heavy Upper Management, slow decision makers",None
Zodiac Aerospace,ZC, France,Plaisir,"April 2, 2013",,(6),1.0,1.0,1.0,,2.0,2.0,1.0,Former,,,,, Manager,"Doesn't Recommend, Negative Outlook",full time,,,,More than 3 years,,,,"Can't think of any. As long as current management is in place, there will be no pros.","Grew very quickly without the infrastructure to support the growth. If management does not like you, they will get you out one way or the other. No structure, no morals, no support to employees. No matter how many hours you work, or how hard you work, it is never enough. When it comes time for yearly bonus', if they do not want you to have one, you will be written up on bogus charges.",Start treating your employees as adults not children.
Zodiac Aerospace,ZC, France,Plaisir,"April 7, 2017",,,4.0,5.0,5.0,,3.0,2.0,4.0,,Current,,Contractor,, Anonymous Contractor ,Recommends,,,,More than a year,,,,,Zodiac has one of the best cultures!,"Better compensation, temp to hire contracts",None
Zodiac Aerospace,ZC, France,Plaisir,"June 14, 2017",,,5.0,2.0,2.0,,3.0,2.0,3.0,Former,,,Contractor,, Interior Mechanic ,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,More than 10 years,"Staff, good attitudes friendly kind",Poor communication slow workers,None
Zodiac Aerospace,ZC, France,Plaisir,"August 7, 2017",,,4.0,5.0,4.0,,2.0,3.0,3.0,Former,,Intern,,, Media Tester,"Recommends, Neutral Outlook, No opinion of CEO",,,,More than a year,,,,,Cool people and great benefits,Ergonomics for testing media devices,Restructure increased efficiency
Zodiac Aerospace,ZC, France,Plaisir,"September 28, 2017",,,5.0,3.0,3.0,,3.0,3.0,3.0,,Current,,,, Warehouse Specialist,"Recommends, Positive Outlook",full time,,,,More than 3 years,,,,The jobs are easy to do,The pay is at minimum wage,None
Zodiac Aerospace,ZC, France,Plaisir,"June 25, 2018",,,4.0,1.0,3.0,,3.0,4.0,3.0,,Current,,,, Anonymous Employee,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,More than a year,,,,,Overall a well organized business structure.,Recent merger is causing confusion.,Communication is key.
Zodiac Aerospace,ZC, France,Plaisir,"March 28, 2014",,,5.0,5.0,5.0,,5.0,5.0,5.0,,Current,,,, Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,good people and good techno,management and remote place and salary,communicate
Zodiac Aerospace,ZC, France,Plaisir,"December 21, 2015",,,3.0,2.0,3.0,,2.0,2.0,2.0,Former,,,,, Liaison Electrical Engineer,NULL,full time,,,,More than 3 years,,,,There are a few mangers and people that make working there enjoyable,"Waste a lot of money, I call it pinching pennies and wasting dollars. Management is disorganized and does not have a clear direction for improvement","Empower the employees to effect real change, Revamp the Kaizen process and let the real owners of the processes own the successes and failures. It is they that will provide the real gains and improvements"
Zodiac Aerospace,ZC, France,Plaisir,"March 24, 2017",,,3.0,3.0,3.0,,3.0,2.0,2.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, No opinion of CEO",full time,,less than a year,,,,,,Can see attempts to change culture. Some great co-workers Benefits are pretty good.,"Pay is low. Some dead weight people who are not held accountable because they have been here so long and are protected by a long term supervisor, so they get away with bs that would get any of the rest of us fired.",Lead by example
Zodiac Aerospace,ZC, France,Plaisir,"March 15, 2018",,(2),1.0,1.0,1.0,,1.0,1.0,1.0,,Current,,,, NOYFB,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,More than a year,,,,,There's a free coffee machine that works sometimes,"Inept management, lack of leadership, processes not followed, pay 25% below local area average, no chance for promotion, no training, no loyalty from leadership, rude and incompetent management, no concern for employees safety or happiness, too many meetings conference calls and wasted time, no resources, employees expected to do international travel with less than 24 hours of notice, still uses technology from the 1980s, discriminatory hiring practices, stereotypical french executives who go out of their way to prove french stereotypes are true",Learn some basic common human decency
Zodiac Aerospace,ZC, France,Plaisir,"May 21, 2016",,(2),3.0,3.0,3.0,,4.0,4.0,4.0,,Current,,,, Sales Manager,NULL,full time,,less than a year,,,,,,"Great team environment, great benefits and decent pay.",Zodiac is full of great people and most are willing to help each other without hesitation. Which is necessary due to the high pressure nature of the work. Zodiac could do better on their initial training of new employees since most end up feeling lost for months after their hire date.,Focus more on training
Zodiac Aerospace,ZC, France,Plaisir,"March 29, 2017",,,4.0,4.0,4.0,,4.0,4.0,4.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,,,,,A lot of opportunity in the company,Lot of changes in organization,None
Zodiac Aerospace,ZC, France,Plaisir,"December 19, 2016",,,3.0,2.0,3.0,,3.0,3.0,4.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"Great Management team, great recent progress in bringing order to Business, leadership team is technical and seasoned, products and technology are innovative.","Still trying to get through some poor commitments made in the past by prior leadership team (unattainable product features for agreed upon price, schedule and development cost).","Better compensation and rewards for too performers. More pushback to Customers, suppliers and Corporate -- stop rolling over, that's when everyone loses."
Zodiac Aerospace,ZC, France,Plaisir,"April 27, 2017",,(5),1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,Electronics Technician ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",,,less than a year,,,,,,Acceptable pay & benefits for the defined location.,"Please refer to ""Advice to Management"" section.","The following specified business units or defined corporate policies are not relevant to my expressed professional experience, observations, evaluations or opinions concerning the corporate culture of said company. Design, R&D, Mockup engineering, HR, IT, Safety, Training, Medical-dental, vacation-S/L, QA, related support units, Breaks, Attendance programs-policies, Actual installations of electrical packages...etc."
Zodiac Aerospace,ZC, France,Plaisir,"September 8, 2015",,(2),1.0,1.0,1.0,,2.0,4.0,2.0,,Current,,,, Design Engineer II,"Doesn't Recommend, Negative Outlook, Approves of CEO",full time,,less than a year,,,,,,"Overtime pay for salaried employees is wonderful. They have decent benefits, good pay, decent computers, great cafeteria, and most of the people that work here are nice.","Poor management, intense workload. haven't had less than 50 hours/ week since my initial training. Facilities need a lot of work, and the roads are terrible. Most in management are angry most of the time, and blame gets thrown around say Engineering a lot","This company has potential, but it is being stifled by micromanagement and constant fear of being let go. Let the engineers fix the problems before you sell more seats"
Zodiac Aerospace,ZC, France,Plaisir,"February 19, 2016",,(4),1.0,,,,,,,,,,,,QA Inspector ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,,,,More than 5 years,,,Made a lot of friends there.,Worked for this company for five years. Was told by many I was a good employee. Made a few mistakes and was fired after work. No warnings at all. Now probably lose my car and home. My family and I have no where to go. What kind of company treats their employee like that?,To HR: Think about people's lives before just ruining their lives. Just because you don't have to worry daily about losing your job doesn't make you any more important. You're just lucky you're in the position your in.
Zodiac Aerospace,ZC, France,Plaisir,"May 11, 2016",,(2),2.0,3.0,3.0,,2.0,2.0,2.0,,,,,,Repair Technician ,"Recommends, Neutral Outlook, No opinion of CEO",,,,,,,,,"Good experience in aerospace industry, opportunity to advance, family atmosphere, culture","Management not very knowledgeable, Fairly low pay compared to similar employers, work environment, inexperienced quality manager",Hire qualified management with college degrees. It's very obvious that the main priority when hiring management and quality is finding someone willing to take a low salary and pay is priority over quality talent.
Zodiac Aerospace,ZC, France,Plaisir,"July 13, 2016",,(3),1.0,2.0,2.0,,1.0,4.0,1.0,Former,,,,, Shift Supervisor,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,More than a year,,,,,"Co-workers, wages, easy work, a lot of voluntary overtime, most people tend tonform into cliques that help each other and warmly welcome new employees","5 CEOS in the past 4 years, 6 VPs. Many Directors and Sr. Managers have zero integrity and knowingly turn in false data to the VPs/CEO to make it appear as though they are getting orders out, yet we seldom make deliveries to our customers on time and defect free. Multiple quality issues. Union ran shop, even though membership is low - like 15 to 20%. Lean and Six Sigma process improvements are a 'check the block' exercise - seldom do they continue past the implementation phase where they can take pictures of the before and after so they can submit it and take credit for a co.eted project, before returning to business as usual. Do not comply with multiple FAA or EPA regulations. If anyone did soil samples under the plant or down by the corner where they dumped their waste for years, it would be a massive cleanup effort.","Get rid of 85% of your Directors and Sr. Managers - they are a cancer, stifling growth and development, fabricating data to make themselves look like rock stars, constantly cut corners or direct their people to go do things they know are not legal in order to place distance between themselves and the activity. Make them perform their jobs rather than working in the weeds on insignificant issues that can easily be taken care of at a lower level. Don't allow them to redirect inquiries into their business (or blame) onto other people, or avoid answering the hard question by bringing up insignificant things that can be easily fixed by lower level employees. Take them to task, and make them examples of what happens to people operating well above their capacity who lie and deceive in order to make excuses or appear as if things are much better than they appear."
Zodiac Aerospace,ZC, France,Plaisir,"February 17, 2017",,(2),2.0,3.0,2.0,,3.0,3.0,2.0,,Current,,,, Supply Chain,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,less than a year,,,,,,Pay and benefits are ok,Communication and support from headquarters is lacking. Don't have good strategic planning. Always in fighting fires mode. No training for new hires which contributes to high turnover.,Headquarters needs to be more supportive and communicate with other entities they own. Need to be more strict with their uncooperative OEM'so who don't want to play as a team. Hurts company image and productivity
Zodiac Aerospace,ZC, France,Plaisir,"January 15, 2017",,(2),1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,Receptionist/Adm,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,,,,,,,There are no pros to this horrible facility. Below I have stated my experience within my time worked for this company.,Please Read below I have stated my unfair and unsatisfactory working experience statements and reviews within this company. Thanks. Enjoy...,"I professionally worked for Zodiac Aerospace for almost 8 months. This Company has ties with The Boeing Company which my father and other family members are respected employees of and have worked there for over 31 plus years. I was a Receptionist for the Front Desk and a Human Resources Administrative Office Assistant/ File Clerk. Unfortunately I was ""terminated"" or laid off from this company. There was no warning or notice given. My termination was extremely tacky and poorly executed. I was approached during work hours and escorted to the HR office by two HR Generalist which were my bosses at the time, where quickly and speedily termination papers were placed in front of me to sign. I was told my reason for termination was my position was no longer needed and it was nothing I did wrong and a Reference was in order for me. (Which I did not receive) I was asked to immediately clean out my desk under supervision, turn in my badge and leave the premises. To say the least I was shocked. I immediately packed up and left, the next day I relieved a call from my former Supervisor who was one of the HR Generalist and was told quote "" I'm sorry I am not comfortable giving you a reference."" I came into the office in a professional manor to discuss this unfair treatment and was told they would think about giving me a reference. My Supervisor did not like my direct approach and took it unprofessional personal and proceeded to be rude and indirect. The HR department to say the least took me through a lot of drama and indecisive issues when word was verbally spoken I would receive my reference explaining my work ethic and time I worked for the company. I have not received this still. Zodiac Aerospace is not a company I would recommend working for. They do not treat their employees with integrity and respect for professional work accomplishments. The HR department does not accept Doctors Notes and is extremely cut throat and unfair with their employees when most employees in management positions within the office are Salary and do not have the same Rules that apply to hardworking employees. Working alongside the HR Department and Company Employees in Head Positions I have experienced seeing many unfair treatments from supervisors, and management. I and many others have been verbal about the embarrassingly unprofessional behavior from the individuals within the accounting, payroll, department and other departments within this company. There is no order and professional problem solving within this company. C&D Zodiac Aerospace is not a company to work for if you want to be part of a team and valued as an employee. This company does the bare minimal for employees no matter how many years worked."
Zodiac Aerospace,ZC, France,Plaisir,"February 8, 2018",,,1.0,1.0,1.0,,1.0,1.0,1.0,Former,,,,, CNC Machine Operator,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,More than a year,,,,,They will pay for safety glasses after a few months employment. Employees initially start with positive attitudes.,Expect to be poisoned by chemical and fiberglass exposure. Extremely low pay for very demanding work. Management is rude and condescending to floor workers. Extremely low morale for all workers and a general hatred for the company. High turnover rate such that very few people know how to do their job.,"Treat employees like they are human and maybe floor personnel will stop stealing, trashing bathrooms, playing on intercoms, and sending obviously defective parts down the line."
Zodiac Aerospace,ZC, France,Plaisir,"July 29, 2015",,(1),2.0,2.0,1.0,,2.0,2.0,1.0,,,,,,Employee,NULL,,,,,,,,,"hours are flexible, my manager and supervisor are one of the better ones in the company i feel","culture, location, pay is below industry standard due to location and culture, archaic facility and machines, MGMT treats salaried employees like children. no free food or coffee, gym to workout at, like all the other companies in the world","pump some money into the facility, employees, training"
Zodiac Aerospace,ZC, France,Plaisir,"October 28, 2016",,(1),3.0,2.0,2.0,,4.0,3.0,1.0,,,,,, Doesn't Recommend,"Negative Outlook, No opinion of CEO",,,,,,,,,"When I first started at ZA, it was very well run and customer service was top priority. Lots of sales staff, lots of business. The people I worked with are top notch!","After ZA purchased the company, it was clear the new owners didn't value the existing staff or market share. There is no marketing presence for existing products, therefore zero business.",None
Zodiac Aerospace,ZC, France,Plaisir,"September 11, 2017",,(1),3.0,3.0,3.0,,2.0,4.0,2.0,Former,,,,, Warehouse Associate,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,,,,,,Company has good benefits and compensation.,Santa Maria site has to many Management and Professional turnovers is not good for the site stability. Also to many layoffs due to decrease of production. Promoting employees that are not competitive in management roles.,"Company will not survive another year, with so many changes and not having a robust system for production planning and materials"
Zodiac Aerospace,ZC, France,Plaisir,"June 3, 2016",,(1),3.0,3.0,3.0,,2.0,3.0,3.0,,,,,, Doesn't Recommend,"Neutral Outlook, No opinion of CEO",,,,,,,,,A little flexibility of schedule to accommodate using bus for your commute. Required overtime came with at least a days notice. Management kept us informed of schedule expectation and output balance issues.,"Even small amounts of overtime ( 5-15 min.) without management foreknowledge and approval were frowned on. No warning that the contract was being terminated, we were laid off...pooff.",None
Zodiac Aerospace,ZC, France,Plaisir,"January 10, 2015",,(1),1.0,2.0,1.0,,1.0,3.0,1.0,,,,,,Salaried ,"Doesn't Recommend, Negative Outlook, No opinion of CEO",,,,,,,,,Better than unemployment until something better comes along,"Still, and will be for some time to come, blaming the recent strike on the shortcomings of management; will not accept technology to help make the work life better; antiquated business practices that don't work any longer",No personal growth unless you have been there for years; stop moving people who don't have the talent or capabilities into new management positions; fill-in president would do well to start at the top and clean house; hopefully he will.
Zodiac Aerospace,ZC, France,Plaisir,"March 16, 2018",,,2.0,3.0,2.0,,2.0,2.0,2.0,Former,,,,, Senior Program Manager,"Doesn't Recommend, Positive Outlook, Disapproves of CEO",full time,,,,More than 3 years,,,,You can rapidly become the senior member of the team. Responsibility is easy to acquire. Design and manufacturing are collocates at same facilities.,Turnover is extremely high +20%/year. The company hires on the cheap and burns out the good ones who leave ASAP.,"Mentor/train new engineers fresh out of college. Focus on customer, product quality, and on-time delivery"
Zodiac Aerospace,ZC, France,Plaisir,"January 8, 2015",,(1),1.0,1.0,1.0,,1.0,1.0,1.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,"Zodiac will hire just about anyone. Especially because their employee turnover is off the charts. No skilled workers stay long, so there is always an open position!","Upper management is more interested in presentations, and glossing over issues than actually supporting their staff. No one has the support needed to succeed. All the money from the company goes towards travel, relocation, housing, and meals for out of touch executives. There is no since of employee appreciation, thus everyone leaves for better companies every year.",Employee retention and appreciation. Look into it.
Zodiac Aerospace,ZC, France,Plaisir,"July 20, 2015",,,3.0,3.0,2.0,,5.0,3.0,1.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,,,,,,Lots of opportunity to learn new jobs and you are encouraged to learn a lot of new skills and to branch out on your own.,Management is foundering right now. Which makes things hard for the rest of us. Low pay compared to the industry,Give strong leadership. Show workers you value them by paying a good wage.
Zodiac Aerospace,ZC, France,Plaisir,"September 13, 2016",,(2),1.0,3.0,1.0,,1.0,4.0,1.0,Former,,,,, Engineering,"Doesn't Recommend, Negative Outlook",full time,,,,More than 3 years,,,,You will have a job. (Zodiac Seats US),"Unprofessionally run Engineering dept. Environment is outdated, don't consider this place for long term. All they do is chairs and they make a big deal of it. Lacking Organization set up. Divided into two groups and this is the wrong way of running Engineering, which leads to lack of clear responsibilities. And their factory if far way from civilization to commute from DFW metro.",Listen to your older staff members in Leadership and then make decisions.
Zodiac Aerospace,ZC, France,Plaisir,"December 22, 2016",,,3.0,3.0,2.0,,2.0,3.0,1.0,,Current,,,, Anonymous Employee,NULL,full time,,,,,,More than 8 years,,Decent pay and benefits.  Good amount of PTO.  Some scheduling flexibility if needed. Not too many more pros that I can think of.,"There are a lot of kinks to be worked out in this company. They are in the middle of several major transitions (small privately owned business to corporate mentality, departmental responsibility shifts, disorganized management, etc..) Minimal growth opportunities.",None
Zodiac Aerospace,ZC, France,Plaisir,"November 11, 2015",,(1),3.0,4.0,2.0,,3.0,3.0,1.0,,Current,,,, Senior Purchasing Agent,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"Great location, good work life balance, great sales team (a lot of work), great relationships with customers.","Very poor S & OP planning, lack of leadership, high turnover in all departments.","Provide clear direction from MGMT with a focus on operational excellence. When a project milestone is missed, communicate this to the customer and reschedule the FAI."
Zodiac Aerospace,ZC, France,Plaisir,"May 17, 2017",,,3.0,3.0,1.0,,4.0,3.0,2.0,,Current,,,, Anonymous Employee,"Recommends, Negative Outlook, Approves of CEO",full time,,,,More than 3 years,,,,Good insurance and a little flexibility for salary employees in my area. Generally a clean and safe environment to work.,Poor management and financial decisions in recent years have led to many layoffs and a poor reputation in the aerospace industry.,Put the focus back on the customer instead of the bottom dollar. Give your employees the tools to do their jobs.
