Company_name,Ticker,Headquarters_State,Headquarters_City,Date,Covid_19,helpful,Overall_Score,Work_Score,Culture_Score,Diversity_Score,Career_Score,Compensation_Score,Senior_Manage_Score,Past,Current,Intern,Contract,Freelance,Position,evaluation,Full_time,Part_time,Less_than_a_year,more_than_a_year,more_than_3_years,more_than_5_years,more_than_8_years,more_than_10_years,Pros,Cons,Advice to Management
Zebra Technologies,ZBRA, IL,Lincolnshire,"August 10, 2018",,,4.0,,,,,,,Former,,,,, Anonymous Employee ,NULL,full time,,,,,More than 5 years,,,"Great place to work, great people","Long hours, pay could be better.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 14, 2018",,(1),4.0,3.0,4.0,,,4.0,4.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,More than 5 years,,,"Flexibility, good culture, good bosses.",Low salary and lack of recognition,More work-life balance and recognitions
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 29, 2018",,,1.0,1.0,1.0,,1.0,1.0,1.0,Former,,,Contractor,, Repair Technician,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,less than a year,,,,,,Can not think of any pros to work for this company at all.,"Pay rate for this position does not meet the industry minimum for technology related work. Management will fire you for doing what you're told to do, and put that you forged documents. Management does not have proper communication and will not relay how you're doing performance wise.","Raise your pay rate to the industry minimum, instead of making people struggle to survive. Don't for people for doing what you told them to do from day one. Have respect for your employees, they are the ones that make the money for the company."
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 18, 2018",,,3.0,3.0,3.0,,3.0,3.0,3.0,Former,,Intern,,, Anonymous Intern ,None,,,,,,,,,Good environment. Great place to work,great place for whose major is about physics.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 4, 2018",,,3.0,5.0,3.0,,3.0,1.0,4.0,Former,,Intern,,, Software Engineer(Internship),"Doesn't Recommend, Neutral Outlook",,,less than a year,,,,,,"Relaxed environment, Good mentors, Not much work pressure","Office location, No H1-B sponsorship, Less pay",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 2, 2018",,,3.0,4.0,2.0,,4.0,4.0,3.0,,Current,,,, Anonymous Employee ,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,,,,,Business has a growth plan and strives for opportunity for their peers.,Key leaders do not understand the company's objective and make decisions base on how they feel.,Consider other people's suggestions
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 3, 2013",,,5.0,5.0,4.0,,5.0,5.0,3.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"You are a name and a face rather than a name and a number. Coming from a much larger corporation, this is a breath of fresh air. The majority of people at Zebra are passionate about their job and have a great sense of pride in the company. The work life balance is fantastic relative to other larger corporations. There are good advancement opportunities for individuals that provide results and are willing to think outside of the box. The company produces superior products and has a strong foothold on the marketplace. Great benefits and a very competitive salary structure for the industry.",Direction and communication from executive management throughout all employment ranks could and should be improved. A lot of emphasis on cost cutting is driven by cutting headcount rather than trimming and limiting unnecessary expenditures.,"Hold all levels of management accountable for their results, including executive management, which should help drive a tone from the top that is desperately missing. You cannot expect your employees to do the right thing if their superiors do not. Explore other ways to cut costs within the company. Keep innovating to stay ahead of the competition."
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 23, 2018",,,3.0,4.0,3.0,,2.0,3.0,2.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Approves of CEO",full time,,,More than a year,,,,,"Flexible hours, nice working environment","Company is moving a lot of jobs to Brno, Czech Republic to save cost.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 17, 2018",,,3.0,4.0,3.0,,4.0,5.0,3.0,Former,,Intern,,, Anonymous Intern,"Recommends, Neutral Outlook, No opinion of CEO",,,less than a year,,,,,,"good pay, good introduction to corporate life","unorganized intern program, lots of busy work or not doing anything at all",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 21, 2018",,,3.0,4.0,3.0,,2.0,3.0,3.0,,Current,,,, Software Engineer Advanced,"Recommends, Neutral Outlook, Approves of CEO",full time,,,More than a year,,,,,"work life balance, friendly people","not as exciting as other high tech companies, they pursue mature stable technologies rather than new cutting edge ones, Too many meetings","give young people more opportunities and responsibilities, develop skills rather than dealing with customer/JDMs"
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 28, 2013",,,4.0,5.0,4.0,,2.0,4.0,3.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"Zebra definitely knows their products and the vertical markets they're intended for. Since joining the company over 2.5 years ago, I have received a very holistic education on the market and how printers and media are used. This education helped me succeed and feel confident when speaking in front of sales groups and management. I definitely feel a sense of job security, as the company has positioned themselves as the industry leader.","Being a jack-of-all-trades in my department, I'm asked to do a lot of different projects, some of which are quite involved and often go nowhere. Many ""hot"" projects end up capitalizing my time for other key initiatives, and I find myself scrambling to finish up on time. I was also told about an advancement opportunity that I was ""perfect for"" during my annual review and came to find out the next quarter that ""it just wasn't in the budget afterall"".",Keep up the product innovation and good rapport with partners and distributors. Open up more opportunities for those seeking advancement and follow through with moving people up.
Zebra Technologies,ZBRA, IL,Lincolnshire,"August 13, 2018",,,3.0,5.0,3.0,,3.0,4.0,3.0,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,Flexi-Timings Good Bonus if Company performance is good.,Individual need to grow on their own interest after some period of time.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 12, 2010",,(3),3.0,5.0,,,2.0,4.0,1.5,,,,,, ,Doesn't Recommend,,,,,,,,,"The benefits are great, depending on the department you are in there are opportunities to advance. If you are an engineer, this is a great company","Most of the company is run off of excel spreadsheets. Dont be fooled by the word ""technologies"" in the company name. Executive management doesn't have a clue what goes on internally or in the marketplace. The are absent and detached. They do not execute strategy. Many of executive ideas come from articles they have read on a plane while on a business trip, the article may be a strategy implemented by a completely unrelated company, and without any custimization toward Zebra, they will try and impliment the article. The direction of the company changes often and flounders, 2009 the direction changed 3 times. The company has outsourced production and that has been an utter mess. The company could not deliver product to buying customers towards the end of 2009 and moving into 2010 as well.","Get out of your office, actually talk to customers, more than just a few, and find out what is really going on in your industry and marketplace, stop relying on what you think is going on, you're wrong, do some real marketing and investigate your marketplace"
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 29, 2012",,,4.0,2.0,3.0,,3.0,4.0,2.0,Former,,,,, Purchasing,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,"The company has a great product, the engineers do a great job and the majority of the employees do their job with the best of intentions. The product is key and makes or breaks this type of company. Overall the product is above average and has longevity.","Management is more focused on profits than employees, which is typical or larger companies. After the mergers and consolidations, Zebra's focus has become solely on profits and cost cutting. Their last step was sending most of the production overseas and then configuring the final product here. Overall the quality suffered but as long as the profits were there, everything else was secondary.","Your people are your biggest asset and if you don't keep them happy, the end result will be a negative effect on the entire company, the stock prices and the product. Put more emphasis on having employees work together instead of having them compete against each other."
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 8, 2013",,,5.0,4.0,4.0,,5.0,4.0,4.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"I have been working for Zebra for the past 3 years and I have enjoyed every minute here. I feel very lucky to have such great managers and coworkers. The culture is great - it really feels like a second family here. Everyone is very supportive of each other, and dedicated to their daily work. I am encouraged to learn new, different things in order to find my area of interest. My manager supports my goals and encourages me to attend conferences and participate in trainings to expand my knowledge.","There is no workout facility in the Lincolnshire building and the workout room in Vernon Hills is VERY dated. The cafeteria in Lincolnshire is not the best. The breakrooms do not offer very much in either building. The headcount and resources are tight at times, but everyone works together to get things done so it has never been too big of a problem for us.","The management here at Zebra are doing a great job. They treat their employees with respect, which is key."
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 28, 2015",,(14),5.0,5.0,5.0,,5.0,5.0,5.0,,Current,,,, Senior Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,More than 8 years,,Senior management seems to be truly committed to the company's culture - the company develops and produces cutting edge technologies and devices. So the end result product and/or solution can be very exciting to work on. Great camaraderie exists among many of the employees.,There are still some separation glitches from the former parent company that seem to be impeding complete cultural assimilation. These need to be resolved as swiftly as possible.,Continue listening to the everyday employee - they will tell you what needs to be done to ensure the future success of the new Zebra.
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 31, 2015",,,4.0,5.0,5.0,,4.0,4.0,4.0,,Current,Intern,,, Intern ,"Recommends, Positive Outlook, Approves of CEO",,,,More than a year,,,,,"Travelling with Zebra is a treat. As an intern of 14 months I was able to travel outside of the country twice for business related events. The company compensates their interns very well. I have seen very few internships that pay nearly as much as Zebra does (~$25 an hour). Zebra also does paid holidays for interns which is awesome. The employees are generally very kind, and the atmosphere is very positive.","My department utilizes agile development and with over a half dozen tools in development by my team, things can get hectic. Sometimes it seems as though your efforts are all for naught or under appreciated due to a shift of efforts.","Recognize your talent. Myself and other interns seem to stay in the intern position for far too long. While I myself will not be eligible for hire for another 2 months until I graduate, I've seen and heard of current employees staying on board as interns far longer than they should have."
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 16, 2016",,(6),4.0,4.0,5.0,,4.0,4.0,3.0,,,in,,,Intern ,None,,,,,,,,,"Everybody I worked with at Zebra, was, without exception, a good person. Typically well-qualified, hard working, and kind, employees the Lincolnshire office exhibited quite a bit of Midwestern charm. The internship had me working on a variety of projects, and offered some opportunity for interaction with Zebra Execs.","I arrived shortly after the merger with Motorola. To give an idea of the confusion experienced, it took roughly two weeks to get a computer. It took my cubicle-mate three. You see, all technology requests still filtered through Motorola, at least for those new employees onboarded into what was formerly the Motorola group. Management was tied up for months with the details of the merger, and some of the technology didn't work the way it needed to. It was messy and confusing, and hadn't changed by the end of my three months.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 1, 2013",,(3),2.0,1.0,3.0,,2.0,4.0,3.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"The organization is full of talented people who want to do good work. Zebra is financially stable, offers competitive pay and benefits and routinely pays out against the management bonus.","While a mature organization, Zebra still behaves very much like a start up company with an almost exclusive emphasis on ""making the quarter"". The organization continues to cut jobs under the veil of ""right sizing"" to preserve historically very healthy margins. Performance objectives are nearly always individual in nature resulting in pockets of improvement, but not systemic improvement. Goal setting and accountability needs to be adjusted to emphasize complete solutions and working together.","Start working with investor relations and PR to realistically adjust expectations of shareholders and analysts to more appropriately align with Zebra's level of maturity in North America. You cannot continue to cut jobs to preserve margins which are no longer realistic. People are overworked. While they have previously risen to the challenge, signs of disengagement are beginning to creep in. There is a sense that job cuts are never ending and that senior management expectations of what a very lean staff can achieve are unrealistic. The organization will not survive without the energy and talents of the people that make it up. A longer term view needs to be adopted."
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 15, 2015",,(8),1.0,1.0,3.0,,2.0,1.0,1.0,,Current,,,, Mechanical Engineer,"Doesn't Recommend, Neutral Outlook, Disapproves of CEO",full time,,,,,,More than 8 years,,The ability to work on every aspect of a project is rewarding. There are many opportunities to innovate and invent that will delight most engineers.,"The individual employee is mistreated, especially those that were a part of the Motorola acquisition. In the past few months the company has failed to uphold benefit promises made to employees and failed to offer continuing benefit coverage for opposite sex domestic partners (same sex was covered though). They also withheld a week of pay from employees to 'align' their payroll. A new policy requiring lower level employees to fly coach even on 16 hour long flights has also been painful, quite literally. Employees are also expected to fly out to Asia on a moment's notice (read: same day) when problems arise due to issues with the failed JDM model of manufacture. Expect to have an early morning call and a late night call every day (sometimes even weekends) if you are assigned one of these programs.","Listen to your employees and realize that individuals are what make a strong company. Respecting those individuals will go a long way. Also, be willing to admit mistakes and take corrective action. Continuing to plow along through a failed business model does not change the fact that it is a poor business model."
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 13, 2017",,(7),3.0,2.0,3.0,,3.0,4.0,2.0,Former,,,,, Anonymous Employee,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,"Decent salary, cafe and gym on site, lots of very nice people","Management says they respect & encourage work/life balance because they do allow people to work from home occasionally but don't expect to work less then 50 hours a week (anywhere at Zebra). Internal resources are tight, so if you suggest a good idea (expect to be expected to be the lone wolf who solely executes this idea) Promotions = 3-5 years if you are a rock star otherwise you better like the starting position you accepted because you could die in that cube farm. Oh, vacations? If you take one, don't forget your cell phone (guaranteed they'll need you) Finally the company is run by ""a man-child club"" a group of Directors/VP's playing golf once a week and acting like tyrants. There is a lot of room for success if you're a shark with enthusiasm for playing the game!",Instead of siting in your culture meetings talking about creating a culture. Get to know your employees below director level
Zebra Technologies,ZBRA, IL,Lincolnshire,"August 13, 2015",,,5.0,5.0,5.0,,5.0,5.0,5.0,Former,,,,, BDM,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"High-quality, great products. One of the managers I had there was one of the best managers I've EVER had, anywhere. The individual contributors were also very smart people as well. I GREATLY enjoyed my time there, and would love to go back. One team I was on was CHOCK full of very smart people, who just ""got it."" These folks challenged my thinking every day. I loved it.","Not many ""Cons"" at all, really. A couple of the managers (that are no longer with the company) were not necessarily best-suited to their roles, but for the most part, it was a great company to work for - again - I'd go back in a heartbeat.","Keep doing what you're doing. Making best-in-class products, hire smart people to help you get them out there, and continue to innovate."
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 10, 2016",,(10),4.0,3.0,,,3.0,3.0,2.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,More than a year,,,,,"Lets of hard work to bring the two companies together. A for effort, but C for execution. They don't act like a single company with a common vision. Rather they are so process focused and consultant focused they think that will solve their identity and vision. A few good leaders, but few standouts.","Not a warm and fuzzy team. Focusing too often on internal metrics that do not matter, think that it will magically improve the EPS.",Bring back Girish Rishi.
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 29, 2016",,(31),3.0,2.0,2.0,,3.0,2.0,1.0,,Current,,,, Engineering,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,,,,,More than 10 years,Zebra has been the best place that I have ever worked. Lower management is wonderful. I love our products.,"Legacy Zebra employees are being made to feel like second-class citizens compared to former Motorola employees. This has not been the case in all other purchases of companies in the past. Before, the other company was molded to fit into Zebra. Now the former Zebra is being molded to fit into the old Motorola.  In 2016, legacy Zebra employees will not get a merit raise OR a bonus, however, the former Motorola employees will get up to a 10% bonus *and* merit raises. Legacy Zebra employees are eligible for a 5% bonus in 2017, half of what the former Motorola employees will get. An announcement came out recently, probably because of backlash, that legacy Zebra employees will get a 2% bonus (still no merit raise) - while the former Motorola employees will still get their 10% bonus and merit raise. Better than nothing, I guess, but still a slap in the face.","Quit trying to turn Zebra into the old Motorola. Motorola was run poorly, and the atmosphere was terrible, which is why the company fell apart. I'm saying this as a former Motorolan (worked there for several years, so I got to see it firsthand)."
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 28, 2017",,(4),3.0,1.0,2.0,,2.0,4.0,3.0,,Current,,,, Agile Coach,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Salaey is very competitive. The company is in a very good niche market that they own and provides good job security.,"Company employs a lot of people from older generations with very few on the younger side, if you see a younger person they are probably an intern.  While the company seems to want to move in an Agile direction management merely uses buzz words and does not promote the right culture. Most teams including product, project and source control management are very Waterfall rooted.",Management needs to start empowering the proper people and not those who have been there for 20+ years and are unwilling to change their mindsets.
Zebra Technologies,ZBRA, IL,Lincolnshire,"April 9, 2013",,(1),2.0,4.0,3.0,,1.0,3.0,2.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook, Disapproves of CEO",full time,,,,,More than 5 years,,,"The workers at Zebra are some of the best. Very innovative, great ideas and develop with the best intentions. Cool product line. Compensation was competitive but now slipping.","One of the more political and most reactive corporations ever. It's all about schedule. Don't worry if it works, as long as it's released on schedule, we'll (no, you'll) fix the problems later. And while you're fixing the problems that occurred on the last project, you'll have to work on this new project and make sure it meets schedule. Plagued with incapable micro-managers that are unable or unwilling to make a decision and move forward. Management should not be involved in projects at the molecular level. Lots of interdepartmental bickering. Offshore manufacturing is a complete and undeniable disaster, but with upper management it's all about numbers and will never admit to their mistake. This will continue to hurt the company as well as the deplete any remaining morale of the employee base.","Have trust in the employees to do their jobs. Take a step back, give them some breathing room and stop worrying so much about your bonus."
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 21, 2017",,(1),4.0,5.0,5.0,,4.0,4.0,5.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,More than 8 years,,"Zebra has a great combination of being old enough for true stability in most departments, yet still constantly striving for innovation. Collaboration is common and expected. Everyone has visibility to the company vision. If you have good self-motivation, you can make almost any job into what you want it to be.","Management still has an entrepreneurial mindset so don't expect much hand-holding. You need to be very self-motivated to get promotions and influence change. It is not very diverse - Engineering, sales, support, and management are very dominated by white men.","It's not just about strong vision - diversity drives innovation. If you want to make that vision a reality, consider your hiring practices."
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 7, 2018",,(1),5.0,5.0,5.0,,3.0,5.0,5.0,,Current,,,, Senior Program Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,More than 8 years,,"Company is doing great and provides profit sharing Strong focus on culture and employee satisfaction Challenging, fast paced work Wonderful set of co-workers from peers to senior leadership Competitive salary/benefits Understands work/life balance In-Building staffed gym w showers/lockers 4 volunteer paid time off days - Zebra is very committed to service and the communities it operates in and there are always opportunities to get involved","Much like every organization, lots of politics Growth opportunities are available, but need to be sought out","Things are great, you are doing the right things...just don't stop. The teams are eager to grow and learn and we need to re-institute learning programs/opportunities in house as well as put programs in place to help re-enforce culture change."
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 21, 2015",,,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,Eng,"Recommends, Positive Outlook",,,,,,,,,Agile Company that understands the market they are in and how to address it,zebra recently purchased Motorola Solutions (read that as Symbol Technologies ) and unfortunately some of their 'small business ' policies aren't playing well. Someone mentioned their poor travel policy (flying coach tp asia). That's not a new zebra policy it's just different than what we used to have at MSI. I understand it is also being reviewed. Someone also mentioned having to fly to Asia on a moments notice. That has nothing to do with zebra it's just the nature of the MSI legacy business.,Review differences between MSI and Zebra policy to avoid this kind of culture clash
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 23, 2015",,,4.0,4.0,3.0,,3.0,3.0,2.0,Former,,,,, Tech Support Specialist,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,Great people in the company in Holtsville and they support one another. The building is equipped with a gym. Makes it easy to get to stay in shape and can be used during the weekend.,"Mangers are remote (IL) and don't know team members or their efforts. Raises are very small. Manager are detached and seem to be completely un-aware of what the team does and their needs. The staff is small. Zebra like to outsource many jobs to Mexico, India, and China.","take the time to know your team. One on one conversations would help the team understand one another. Also, the benefits are not good and should be better. company profits are not share with the employees."
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 22, 2008",,(1),4.0,4.5,,,5.0,3.5,3.5,,,,,,Sales ,Recommends,,,,,,,,,"Profitable company: well-managed financially. No debt.  People care about the company. Lots of people have been there a long time and are very loyal to the company. Leader in the industry. Has a great reputation with customers and partners as being good people, good products. Strong brand - stands for quality, reliabilty.",Executive management not that great. Product pipeline over the last few years has been enemic.  Personal relationships allow dead weight to stay at the company. Some of the new leaders are not very strong.,"Invest in your people. Communicate more regularly. Ask yourself if you have the right people on the team, and don't be afraid to let your friends go."
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 18, 2018",,,4.0,4.0,5.0,,4.0,5.0,3.0,Former,,,,, Sales,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Was able to work remotely - this is based by department  Great benefits and travel opportunities for sales organization  Implemented an awesome culture program,No clear direction from management  Team that I was a part of seemed unsure of what roles we played in the company,Be proactive and don't dwell on the little things - sometimes the work needs to get done instead of not getting done at all due to silly issues (manager was very specific about how things need to be done THEIR way.
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 6, 2013",,(2),5.0,5.0,5.0,,5.0,4.0,5.0,,Current,,,, New Product Development Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,More than 10 years,"My tenure at Zebra has been exclusively in New Product Engineering and Development at our Vernon Hills, IL facility.  What I admire most about Zebra is that it remains a company where, despite its medium-large company size, an enterprising associate can make his or her mark and receive the individual recognition they deserve. Even our co-op students and interns have visibility up through the VP level! (Prior to joining Zebra, I worked at two very large defense companies and never even saw our divisional heads.) Innovation at every level is strongly encouraged, and given the acceleration in “The Internet of Things”, Zebra is uniquely well-positioned for continued future growth.","In past years I might have commented that Zebra’s senior executive team tended to be too conservative. (To use a basketball analogy, they didn’t take many three point shots.) The past couple of years, however, there has been a noticeable change in attitude, led by our CEO Anders Gustafsson. The technology areas in which Zebra now plays are growing exponentially, and our senior staff recognizes that we need to take more calculated risks in response to our customer’s rapidly changing needs.  The Zebra culture is not for everyone. As is mentioned elsewhere by other Glassdoor reviewers, Zebra maintains a “small company feel” – and I wholeheartedly agree with that. However, my take on “small company feel” is that self-starters who take personal pride and responsibility for their individual contributions and are comfortable (and even enjoy) the ambiguity of challenging work – they will thrive in this culture. People who are easily discouraged in the face of obstacles and require specific, literal, directives of their managers - these associates will not be as successful...",Keep going strong on the innovation push! Continue to encourage and reward risk-taking. Engage more cross-organizational teams in understanding our customer’s many challenges in the face of a rapidly changing technological landscape.
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 11, 2015",,(1),4.0,,,,,,,,,,,, Recommends,"Positive Outlook, Approves of CEO",,,,,,,,,"The best thing about Zebra was the people. All the my coworkers and direct managers were a joy to be around. This is directed towards the engineering department in which I was assigned. Also, the internship program was great and gave intern's the opportunity to have lunch with the CEO.","There's a lot of non-interesting documentation that is required with each engineering project. This was somewhat expected, but was time consuming and took away from some interesting projects.",Management should continue their open door policy. This allows employees to continue to feel comfortable approaching management when problems occur.
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 3, 2014",,(1),3.0,1.0,3.0,,3.0,3.0,2.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Approves of CEO",full time,,,,,,More than 8 years,,Zebra wants to be a good company. Some departments have amazing opportunities. The engineering-related areas are definitely worth consideration for their innovations and creativity. They have an enthusiastic and friendly work force that really wants to do their best every day.,"At the same time, changes in the company leave the sense that they are spinning the Wheel of Fortune to select the day's management philosophy. This is especially evident in sales and customer support, where the revolving door continues to spin. Staffing is pared down to the point that employees are under high pressure with no release in sight.","Be clear and consistent. During the CEO's campaign for employee input on products, I made a suggestion (later implemented) the morning of the first day. By noon, the director was calling my manager out because I dared to make a suggestion. "
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 17, 2016",,(2),5.0,3.0,4.0,,3.0,3.0,2.0,,Current,,,, FCC Complinace Officer,"Recommends, Positive Outlook",full time,,,,,,,More than 10 years,"Great Staff, the engineers and the rest of the folks in the Holtsville Office are tremendous to work with. The working staff takes care of each other and keeps an eye out for what is going on in the company.",Management is overly cost conscious making bad decisions solely based on cost vs what will be good fro the company in the long run.,"Take care of the staff as they are your greatest asset, start taking the long view and not looking to the end of the quarter."
Zebra Technologies,ZBRA, IL,Lincolnshire,"May 20, 2018",,(1),4.0,5.0,4.0,,3.0,4.0,4.0,,Current,,,, Channel ,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"Overall good work culture - it's a mature culture. While not vibrant and energized like many tech companies, every one at Zebra overall is kind, supportive and helpful. It is a family friendly culture with good work life balance. Zebra is becoming more open to suggestions and often, although sometimes overkill with too many meetings, they do take the time to ask for feedback and evaluate what can be improved upon. Might be slow to make improvements, but at least employees recommendations are acknowledged and thoughtfully, taken into consideration. For sales, quota is not extreme and overall fair when compared to other sales companies. Although a bit tight-lipped on budget for sales initiatives, they have become more flexible while still being fiscally responsible. Competitive benefits and good sales incentives for top performance. Above all, innovative company with room for improvement but a lot of upside for years to come.","While behind the curve in being channel friendly for partners, there is still a ton of upside in growing the partner community as Zebra has a highly desirable product line. There is still a big learning curve in how to develop the channel which can make basic industry practices more time consuming due to company's inexperience in having set Channel practices in place. I will give credit that there is effort and open communication in how to improve our program. However; if you really want to accelerate your career in sales at Zebra, which you absolutely can, you will need to be highly self-motivated to learn the breadth of the portfolio and not get stuck on company issues/politics they are in the process of resolving. I think a lot of these cons come from a couple things 1.) they don't recruit enough from the channel; without channel experience they often lose sight in how we can be more competitive and easier for partners to work with because there is no previous experience to be empathetic with the channels needs 2.) they don't tend to hire younger talent - the majority of employees have been in this industry 20-30 years, if they want to continue to accelerate in tech, they need to start opening more opportunities for younger talent to come in, from the channel, to provide fresh perspective.","Continue to be involved and I challenge you to meet with partners who are not your top 10 to really understand how the partner community engages with competitors and other product lines within the channel. You will not get fresh perspective until you hear from potential prospects what their challenges are; do not be afraid to ask the hard questions. This is not a negative approach, this an approach to take a step in the right direction."
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 8, 2013",,,4.0,,,,,,,,,,,, Recommends,None,,,,,,,,,"The team I work with at Zebra is fantastic. We have great communication and can easily depend on each other. When I first started here (especially being my first job out of college), I felt welcomed and could ask questions without feeling judged. I feel my work is valued by others. I also feel like a person, rather than a number in a large company.",Some areas of the company are lean and could use additional resources. Zebra is currently working on updating their internal technology to help employees.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 21, 2014",,(1),5.0,5.0,5.0,,5.0,4.0,5.0,,Current,Intern,,, Mechanical Engineering Intern,"Recommends, Positive Outlook, Approves of CEO",,,less than a year,,,,,,Good learning curve. You can see the best technology in label printing market here and get used to working towards developing new models all the time. There is a clear team structure and almost everybody is encouraging when you start.,"Location. Located in a secluded suburb of Vernon Hills where there is nothing much to do. So if you want to have a city atmosphere, you better be ready to commute for more than an hour.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"April 26, 2016",,(7),2.0,2.0,3.0,,3.0,1.0,2.0,,Current,,,, Principal Engineer,"Doesn't Recommend, Negative Outlook, Approves of CEO",full time,,,,,More than 5 years,,,Making a big bet and outlining a strategy for brand leadership within the Enterprise Asset Intelligence Sector - The CEO is well intended yet may the company may be over extended and the balance sheet too highly leveraged to make it through the transition of culture and go-to-market given the Innovative Vision.,Not clear the leadership will make the hard decisions to transform the company from Differentiated Hardware Products to Differentiated Software Offerings coupled loosely with Good Enough Hardware Platforms. The Sense-Analyze-Act moniker is core to DML-AI yet there is no clear investment in platforms or partnership strategy to access this competency.,Make the hard portfolio decisions to clean cull the poorly performing products - lead by example and look inward for the right minded individuals who are committed to making a difference yet not appreciated by entitled and risk-adverse managers/leaders.
