Company_name,Ticker,Headquarters_State,Headquarters_City,Date,Covid_19,helpful,Overall_Score,Work_Score,Culture_Score,Diversity_Score,Career_Score,Compensation_Score,Senior_Manage_Score,Past,Current,Intern,Contract,Freelance,Position,evaluation,Full_time,Part_time,Less_than_a_year,more_than_a_year,more_than_3_years,more_than_5_years,more_than_8_years,more_than_10_years,Pros,Cons,Advice to Management
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 15, 2021",,,5.0,5.0,3.0,3.0,4.0,4.0,3.0,,Current,,,, Software Engineer ,"Recommends, Approves of CEO",full time,,,,,,,,Zebra has a great work life balance.,I can't think of any cons.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 31, 2021",,,5.0,,,,,,,Former,,Intern,,, Internship ,"Recommends, Approves of CEO",,,less than a year,,,,,,"Good pay, great culture and well planned",One of my managers did not communicate with me very well,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 6, 2021",,,5.0,3.0,5.0,5.0,2.0,4.0,3.0,Former,,,,, Procurement Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,More than 5 years,,,"Aside from the stupendous people, company culture, and compensation package,  1. I really appreciated Zebra's approach to promoting the personal learning and development of its team members, and the resources and platform provided as part of the approach (including openness to in-person attendance of events and travel costs - if any). 2. Zebra had great focus on Inclusion and Diversity which was very refreshing. 3. I was also impressed with Zebra's willingness to invest in systems and tools (implementation, maintenance, enhancement/innovation and support) that make the jobs of the employees easier, more productive and more efficient (vs limping along with manual processes and/or rudimentary MS Office-based applications). 4. Promoting innovation was also a strong cultural value.","1. While Zebra clearly promoted learning & development and provided opportunities for growth and new experiences at the same general job level, there was no clear career path outlining how to advance, and - for those who target growth into leadership as part of their career journey - there was limited opportunity for advancement.  2. Related to this, when hiring for leadership positions, there seemed to be a strong bias to candidates with work experience in consulting services (i.e., ex-consultants) - most of whom were external candidates. This was very limiting and frustrating to internal candidates who had built strong experience within the company and in whom so much had been invested by Zebra in their professional development (which seemed to be all mis-utilized by the general tendency to continuously hire leaders from the outside).  3. Also, advancement opportunity seemed uneven across different business functions (e.g., new leaders (Directors and above) were being named in IT, HR and Marketing almost every other year - some even jumping from manager to Senior Director within a couple of years vs other areas where senior individual contributors or managers stagnate for many years). 4. Lastly, while also trying to promote innovation, there was an aversion to attempts at relatively significant system- or process changes (even those that had a relatively good business case). The preference was in the general safety of smaller, incremental innovations or improvements.","Ex-consultants bring great experience, but so do your internal team members in whom you've invested so much. Also, where there may be a reasonable case for such, don't be afraid of making bigger innovations or changes; many times higher risk yields higher return."
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 25, 2021",,,4.0,,,,,,,,Current,,,, Senior Business Development Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,co workers and flexible schedule,new commission plan is significantly less than 2020 plan,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 17, 2021",Covid_19,,4.0,3.0,5.0,5.0,4.0,3.0,4.0,Former,,,,, Technical Product Owner,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,Strong focus on Diversity and Inclusion,Too many 7 am meetings.,Focus on employee balance and well-being during the pandemic.
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 19, 2021",,,5.0,5.0,5.0,5.0,3.0,4.0,4.0,,Current,,,, Repair Technician,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,good management great insurance great PTO no judgement values employees,waiting period to get hired on by the company,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 1, 2021",,,5.0,5.0,5.0,5.0,2.0,3.0,5.0,,Current,,,, Engineer ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"Laid back culture, very smart coworkers, strong attention to quality, minimal levels of administrative nonsense, highly collaborative environment, interesting work. Buy zebra stock if you're smart","Mediocre comp, insultingly low annual salary increases, slow moving work environment is not great for learning, slow career advancement, insultingly low bonuses even when the company has a great year",Pay more if you want people to stay.
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 18, 2021",,,4.0,3.0,4.0,5.0,3.0,4.0,3.0,,Current,,,, Information Technologies ,NULL,full time,,,,,,,More than 10 years,Big focus on Inclusion & Diversity,Sometimes too risk adverse and slow to move,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 17, 2021",,,4.0,3.0,3.0,4.0,4.0,3.0,3.0,Former,,,,, Technician,"Recommends, Positive Outlook, No opinion of CEO",full time,,less than a year,,,,,,Good working environment and people.,Low payment and overtime. I hope it got better.,No specific advice
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 5, 2021",,,4.0,4.0,5.0,5.0,3.0,5.0,4.0,,Current,,,, Business Development Manager,"Recommends, Positive Outlook",full time,,,,More than 3 years,,,,"Great Benefits, Great People, Longevity",Antiquated internal systems and very difficult to get things built by IT,Management can sometimes be afraid to rock the boat when it needs to be....
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 21, 2021",Covid_19,,5.0,5.0,4.0,4.0,4.0,5.0,4.0,Former,,Intern,,, Manufacturing Engineering Intern ,"Recommends, Positive Outlook, Approves of CEO",,,less than a year,,,,,,"Worked with multidisciplinary teams on a multitude of various projects. Had 8 main projects compared to other interns with 1-2, so I was always always learning. Developed programs for product testing, assembly line labor models, and more. Intern program was well-prepared and worked around Covid.",Many projects were not team-based.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 5, 2021",,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,Current,,,, Priciple Engineer,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,"There is a lot of respect for your personal time; in general, a good work life balance is offered",Growth Opportunities Need to work overtime sometimes,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 24, 2021",,,3.0,1.0,3.0,1.0,3.0,3.0,1.0,,Current,,,, Systems Integration Engineer,"Doesn't Recommend, Positive Outlook, No opinion of CEO",full time,,,More than a year,,,,,Great PTO and health insurance,Work life balance for me was not very good. A lot of weeks we were asked to work 70+ hours as salary and that meant my hourly wage was close to 8 dollars an hour.   The team I was on was also extremely hostile and not willing to train new people. They guarded their knowledge like their life depended on it and my project manager was not a good person overall making the job very uncomfortable.,Spread the work out between people and don't allow negative behaviors to happen in the work place.
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 3, 2021",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Former,,,,, Enterprise Accounts Director ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,I am trying to think of the pros of working at Zebra and it's difficult. The brand recognition may open a few doors for you.,I have been fortunate to work for the best companies in the US in my 20 year sales career. Zebra is by far the most unprofessional organization I have ever been a part of. The leadership team is made up of former cell phone sales people and they have no idea how to run and organization. The demands they put on their employees are unfair and the compensation is unacceptable. Lot's of good companies out there. This is not one of them. They get 1 star as 0 is not available.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 27, 2021",Covid_19,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Zebra really is a company poised to do very well for years to come. The pandemic accelerated the need for the hardware and software we produce - more retailers, T&L companies, hospitals and warehouses will need our technology to stay alive and thrive. It’s a great place to be in terms of job security.","Things change a lot at Zebra. Acquisitions, organizational restructures, even the C-Suite, more recently. You need to be agile to keep up.",More transparency in promotions and salary negotiations.
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 4, 2021",,,5.0,5.0,3.0,3.0,5.0,5.0,4.0,,Current,,,, Marketing ,NULL,full time,,,,,,,,Nice benefits. Very supportive staff.,Too many governance process to move things forward,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 22, 2021",Covid_19,,4.0,5.0,4.0,5.0,5.0,4.0,4.0,Former,,,,, Senior Android Developer,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,Good culture and investment in career development,Tough restrictions for accessing the building for new employees during covid makes it hard to work,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 23, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Systems Analyst ,"Recommends, Approves of CEO",full time,,,,More than 3 years,,,,"Nice place to work, employee friendly, competitive pay",I didn't felt any yet,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 25, 2021",,,4.0,3.0,5.0,5.0,1.0,2.0,2.0,,Current,,,, Warehouse Associate,"Recommends, Positive Outlook, No opinion of CEO",full time,,,More than a year,,,,,6 HRS PTO EVERY 2 WEEKS,Raises are low each year,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 21, 2021",,,4.0,5.0,5.0,2.0,4.0,4.0,3.0,Former,,,,, Marketing ,NULL,full time,,,,,,,,"Company culture, opportinities, work life balance",There are yearly lay offs.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 10, 2021",,,5.0,5.0,5.0,5.0,3.0,4.0,5.0,,Current,,,, Program Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"Progressive leader in the market, not complacent with the current business",Industrial market place. Vibrant but not sexy,Continue to focus on SaaS
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 16, 2021",,,4.0,5.0,4.0,5.0,4.0,3.0,5.0,Former,,,,, Algorithm Researcher ,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,The environment is good and friendly. WLF is great!,The pay is less than other companies.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 19, 2021",,,4.0,4.0,5.0,4.0,3.0,3.0,5.0,,Current,,Contractor,, Executive/Employee Communications Advisor,"Recommends, Positive Outlook, Approves of CEO",,,less than a year,,,,,,great culture; accessible executives; successful,i dont have any cons,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 4, 2021",,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Current,,,, Senior Procurement Specialist,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Zebra's main focus is on an inclusive working environment and employee well being.,I have not found any con to working for Zebra.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 26, 2021",,,4.0,2.0,3.0,4.0,4.0,3.0,3.0,,Current,,,," Product Manager, I","Recommends, Neutral Outlook, Approves of CEO",full time,,,More than a year,,,,,"20 days PTO starting, 401K match, I do feel valued and love the company Secure company, smart good people to learn from",Depends what department you are in but most are spread too thin,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 26, 2021",,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,Former,,,,, IT Professional,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,More than 10 years,People are supportive and you'll never be bored because it is an innovative company you will work hard but will accomplish great things.,You will have work at work life balance,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 5, 2021",,,4.0,3.0,3.0,4.0,3.0,5.0,3.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Flexible work hours, Zip benefit",No work life balance for employees,Better action for employee
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 25, 2021",,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Former,,Intern,,, Supply Chain and Services ,"Recommends, Positive Outlook, Approves of CEO",,,less than a year,,,,,,Everyone at Zebra was very friendly and willing to work with you on your job success,Took a long time before I was actually given a project to work on,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 22, 2021",,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,Former,,,,, Supply Chain Analyst ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,less than a year,,,,,,A large company with a lot of resources and meaningful global impact,"Very little training in my experience. Also, the firm has acquired many smaller firms and the culture felt very divided.",Work on uniting staff from acquired firms into one shared culture.
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 2, 2021",,,5.0,,,,,,,Former,,,Contractor,, Warehouse Associate,None,,,,,More than 3 years,,,,Work with nice supervisors who care about you.,Some of the co-workers are sketchy.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 2, 2021",,,4.0,3.0,4.0,3.0,3.0,2.0,3.0,Former,,,,, Senior Supply Chain Planner,"Recommends, Positive Outlook",full time,,,,,,,,"Good cultural inclusion, learned experience and nice coworkers.",Not enough gender equality within the company.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 25, 2021",,,3.0,3.0,2.0,4.0,4.0,2.0,5.0,Former,,,Contractor,, Temporary Contract Employee ,NULL,,,less than a year,,,,,,Managers were flexible and understanding. Just keep communication open and be there to work,"The contract agency used was very frustrating. Use the managers for communication, it's so much easier.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 26, 2021",,,4.0,5.0,5.0,4.0,5.0,5.0,3.0,Former,,,,, Software Engineer ,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,,,,,Good work life balance. Salary is competitive.,Sometimes management doesn't effectively communicate their overall strategy to lower level employees.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 13, 2021",,,1.0,1.0,1.0,4.0,1.0,3.0,1.0,,Current,,,, Repair Technician I Operations,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,More than 5 years,,,"-Pay -was easy to get the job(I was recruited) -benefits nothing special but you get med, 401k and so fourth.","-Managers could care less about workers, to them you are children.  -you will be fired if you are not liked by others, above board but targeted with intent.  -overtime can become mandatory for months at a time 6 days a week 10h/d. -day-shift and night-shift do not see eye to eye leaving managers and worse workers in a bad position of constant war. -favorites will be promoted, online game-playing with management is a requirement to get ahead in this company, not qualifications.",-have a backbone in regards to other managers. 
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 29, 2020",,,4.0,5.0,4.0,2.0,4.0,5.0,4.0,,Current,,,, Project Manager,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"Growth, Compensation, Innovation, Acquisitions, Stability","Old-boys club at executive level, Runs resource lean, IT Limitations, Just starting inclusion & diversity journey, Localized business cultures and practices.","Be open to ideas from the outside and from below, invest in your IT infrastructure, and support departments with enough staff."
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 20, 2021",,,4.0,,,,,,,Former,,,,, Die Cutter Operator,NULL,full time,,,,,,,,"Straight shifts, minimal weekends, generous benefits","Occasional mandatory weekends, no opportunities for part-time",Value your employees
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 21, 2021",,,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,Current,,,, Software Engineer ,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Cutting edge technologies and company growth.,Challenge to maintain work/life balance,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 14, 2021",,,4.0,4.0,4.0,5.0,1.0,3.0,4.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Positive Outlook, Approves of CEO",full time,,,,,,,More than 10 years,Fun work environment some people enjoy pushing design limits,Career Growth is non-existent on technical side of business.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 18, 2021",,,5.0,,,,,,,Former,,,,, Command Center Specialist ,NULL,,part time,,,,,,,Very accommodating to schedule and work.,None. Excellent Company for my time there,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 11, 2021",,,4.0,4.0,4.0,4.0,3.0,5.0,5.0,Former,,,,, Principal Product Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,More than 8 years,,Very high pay compared to others. Great benefits.,Many lower jobs are moving to Mexico,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 9, 2021",,,5.0,,,,,,,,Current,,,, Analyst ,NULL,full time,,,,,,,,"Amazing work culture, ability to work with different clients",No flexibility to change teams,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 5, 2020",,(2),1.0,,,,,,,Former,,,,, Technician,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,The work is not bad The pay is decent,"All supervisors are only looking out for them selves. They have meetings for this and that and at the end Too many leads and nothing gets done  They are disrespectful, rude, they talk to you as if your stupid and ignorant  I was told that I was going to be trained for 3 weeks and I was trained for almost 3 days and after few days they tell you that each person HAS to fix or rebuild 16 scanners a day so  IS VER STRESSFUL TO WORK AT ZEBRA!!",Is not for me to educate them but they need to get new smart managers
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 28, 2020",,,5.0,3.0,5.0,4.0,5.0,5.0,3.0,Former,,,,, Director ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,More than 8 years,,"Great place to work, fantastic people, great benefits",None that I can think of,Keep up the great work
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 5, 2021",,,4.0,,,,,,,,Current,,,, Demand Planner,NULL,full time,,,More than a year,,,,,Good company. A lot of opportunity.,Out of date office building,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 25, 2020",,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Former,,Intern,,, Intern,"Recommends, Positive Outlook, Approves of CEO",,,less than a year,,,,,,Really enjoyed my time and had the pleasure of working with great people,There was a lot of downtime in the beginning,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 27, 2020",,,3.0,5.0,4.0,3.0,4.0,5.0,4.0,,Current,Intern,,, Hardware,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",,,less than a year,,,,,,Many people tend to be cordial and will take their time to help you.,"They did not seem to have a plan on what i would be doing when i started with them, until it ended... Management will give you devices to play around with no goals, ask you to use an unrelated software and ignore you for two weeks. I didn’t learn anything. The department seems geared toward product engineering than actual design. Your direct manager will bounce you from one team lead to another for ""advice"".Many interns were literally children of upper management (nepotism alert). Being an intern there seemed more like a hindrance to them than an actual asset they could use. Not a very good experience overall except that it allowed to survive tough times.",Use efficiently the interns as you would an entry-level engineer by giving meaningful tasks; which impacts the products.
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 17, 2020",,,4.0,4.0,5.0,4.0,3.0,5.0,3.0,Former,,,,, Software Engineer ,"Recommends, Positive Outlook, Approves of CEO",,part time,,,,,,,It was a lot of fun. There was a lot of cool technology involved.,I only worked on one project at my time there. I wish I worked on more.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"August 20, 2020",Covid_19,,4.0,4.0,4.0,,4.0,5.0,4.0,,Current,,,, Systems Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"- Excellent people to work with - High bar for hiring has built an excellent team - Work with modern cloud technologies - Work with full stack if you have the capability and willingness - Big focus on recognition - Stable company, well managed financially - Care for staff during the pandemic  - No layoffs so far  - All non-essential staff working from home - Overall a great employer with excellent benefits","- Work demands can fluctuate with big/complex releases, but generally balanced - Employees need to drive their own growth (no formal 360 degrees feedback process tied to growth or mentoring framework; optional support structure is there. As it is not a formal process, it would generally be competing with other higher priorities) - Don't recall hearing about many promotions in the office (although most people on the team haven't been there longer than a couple of years)",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 17, 2021",,,2.0,3.0,1.0,3.0,2.0,3.0,1.0,,Current,,,, Repairs Associate,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,More than a year,,,,,"Pretty easy job, yearly bonus based on performance, 22 days of PTO",Management is out of touch with the work force leading to a toxic work environment.,"Listen to your employees more, and not just on one shift. No one likes the culture as it currently stands"
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 15, 2020",,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,Current,,,, Software Engineer ,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Good benefits and pay Challenging works Work with international colleagues,lack of directions in products collaboration with other teams can be difficult,Provide more transparency and be more flexible to your employees
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 14, 2020",,,5.0,5.0,5.0,5.0,4.0,2.0,5.0,,Current,,Contractor,, Engineering Technician II,None,,,less than a year,,,,,,Has a lot of resources. Great work environment. Great facility. Good experience.,Not much room to grow in company. Hard to move up. No benefits and PTO for contractors.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 13, 2020",Covid_19,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Former,,Intern,,, IT Business Relationship Manager ,Recommends,,,less than a year,,,,,,"Very open and accepting culture. Everyone there wants to see you succeed and literally anyone is willing to have a one on one with the interns, including senior leadership.","No real cons other than the internship being virtual due to covid-19, but I give them credit for sticking to their internship and putting together a program at the very least",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 26, 2021",,,3.0,2.0,4.0,4.0,3.0,2.0,2.0,Former,,,,, National Sales Manager,"Doesn't Recommend, Disapproves of CEO",full time,,,,,More than 5 years,,,Well established brand in core markets.,"Regular quality assurance issues, supply chain management challenges and poor leadership.",Focus on the core business.
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 22, 2020",,,4.0,3.0,5.0,3.0,3.0,5.0,4.0,Former,,,,, Anonymous Employee ,NULL,,part time,less than a year,,,,,,It was cool seeing all these different technologies,I wish i worked on more projects,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 6, 2020",,,4.0,,,,,,,,Current,,,, Manager ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,Great company which takes care of its employees and is aiming to grow its business by adding new products. Hence there is a lot to learn,Hard to think of any cons.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 3, 2021",,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Former,,,Contractor,, Customer Relations,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,less than a year,,,,,,Staff was helpful at times.,"Very confused environment, no explanation on how to prepare for the job, no set work hours or work days. They never sent me my W2.",Please have a clear interview process.
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 30, 2020",,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,Current,,,, Repair Technician,Recommends,full time,,,More than a year,,,,,Good environment and nice people to work with,Management is not so great.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 5, 2020",,,5.0,,,,,,,Former,,Intern,,, Marketing ,None,,,,,,,,,Everyone was always willing and eager to help!,"No cons from me, great place!",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 28, 2020",,,4.0,3.0,4.0,4.0,3.0,5.0,3.0,Former,,,,, Senior Sales Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,Great company and good culture. Many people have been with the combined companies under Zebra's umbrella for more that 20 years. They really want to help the customer.,"Periodic downsizing does happen, but many stay regardless.","Better TEAM work and communication, back-up your frontline people. Do not get rid of quality people."
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 30, 2020",,,5.0,,,,,,,Former,,Intern,,, Marketing ,None,,,,,,,,,"Super helpful, friendly and supportive","Can’t think of any cons, great sign!",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 3, 2020",,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,Current,,,, Software Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,I like the people I work with and the projects I'm on make me feel like I'm making a difference.,Can be a little slow for work at time.,"Listen to your engineers, fewer meetings for the engineers."
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 30, 2020",,,5.0,,,,,,,,Current,,,, Manager,NULL,full time,,,,,,,,Great company to work for,"None at this time, really",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 13, 2020",Covid_19,,5.0,5.0,5.0,,5.0,5.0,5.0,Former,,Intern,,, Product Management,"Recommends, Positive Outlook",,,less than a year,,,,,,Everyone was super helpful and welcoming I learned a lot at my time with Zebra,"It was online due to COVID-19, so there was limited exposure",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 21, 2020",,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,Current,,,," Principal Product Manager, Technical","Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"Good culture, professional people across the organization",Not too many cons that I can comment,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 19, 2020",,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,Current,,,, Mechanical Engineer ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"Flexible Schedules, Interesting Work, Rewarding Work",Project timelines can be very tight and demanding,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 22, 2020",,,5.0,,,,,,,,Current,,,, Product Manager,None,full time,,,,,,,,Great people diversity and company values,Tight schedule and low budgets,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 19, 2020",,,5.0,4.0,5.0,5.0,3.0,3.0,5.0,,Current,,,, Senior Manager,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,Great Culture and consistently working to improve,Still in the small company mindset once awhile,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 21, 2020",,,4.0,3.0,5.0,5.0,4.0,5.0,5.0,,Current,,,, Repair Technician,"Recommends, Neutral Outlook",full time,,,,,,,,We'll structured. Great culture. Generous PTO and benefits. Yearly merritt raises and profit sharing is nice.,Too much bureaucracy to achieve anything in a timely manner.,Reviewing medical marijuana policy may lower turn over rate and may attract workers within repair depots.
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 14, 2020",,,5.0,,,,,,,Former,,,,, Firmware Validation Engineer,NULL,full time,,,,,,,,Helpful people and very team oriented environment,No downsides. I enjoyed working at Zebra,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 8, 2020",Covid_19,Helpful,5.0,3.0,3.0,5.0,2.0,5.0,3.0,Former,,,,, Senior Software Development Engineer,"Recommends, Neutral Outlook, Approves of CEO",full time,,,,,,,,Wealth of never-ending new challenges for projects from customers,"Project estimates are always dictated by the customer and budget, regardless of the actual amount of time required to complete the work",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 22, 2020",,(1),5.0,5.0,5.0,5.0,4.0,5.0,5.0,Former,,Intern,,, Intern ,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,,They were very dedicated to making sure we had a great virtual internship experience and I got amazing cross-functional experience.,Some of the intern projects/presentations were a bit redundant.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 8, 2020",,(5),3.0,5.0,2.0,3.0,2.0,5.0,3.0,Former,,,,, Program/Project Management,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,,,,More than 10 years,"Good Pay, Good Benefits, Excellent Paid-Time-Off policy, They have been on a roll for 5 years, Great people in many orgs and departments.","If you work for the wrong organization in the company, it can be a horrible work environment. Beware of politics, especially in the orgs based in the Holtsville, NY location. Nepotism inhibits career opportunities.","You talk a lot about culture, but it seems to be just words. Some of your VP's and Senior VP's are petty and vindictive."
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 5, 2020",,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,Current,,,, Senior Business Intelligence Analyst,None,full time,,,,More than 3 years,,,,Good work life balance Great benefits,Can be slow to grow,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 3, 2020",,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,Current,,,, Advanced Software Engineer,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,"Flexible hours, good Rewards, Transparency",Promotion takes a long time,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 20, 2020",,,5.0,,,,,,,Former,,Intern,,, Regional Marketing ,"Recommends, Approves of CEO",,,less than a year,,,,,,Made you feel welcomed immediately,It can be hard to understand what your role is at times,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"December 22, 2020",,,3.0,,,,,,,Former,,,,, Research Specialist,NULL,full time,,,,,,,,Fun stuff to do for work,Really annoying people talk to you,None
